"Student_Name";"Test_Case_1 (10)";"Test_Case_2 (10)";"Test_Case_3 (10)";"Test_Case_4 (10)";"Code_1 (10)";"Code_2 (20)";"Code_3 (10)";"Code_4 (10)";"Code_5 (10)";"Total_Marks (100)";"Comments"
22EE10008;10;10;10;10;10;20;10;10;10;100;Keep up the good work~~~~========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CS30008;10;10;10;0;10;20;8;8;10;86;========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 8 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 8 out of 10~~~~~~PASSED: Code Case 5:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 86 ############
22IE10007;10;10;10;10;10;20;10;10;10;100;Good work~~~~========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MA10021;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EE30007;0;0;0;0;10;20;10;10;10;60;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 60 ############
22AG10041;10;10;0;0;10;0;0;0;0;30;========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 30 ############
22ME30004;0;0;0;0;0;0;0;0;0;0;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Input taken~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MA10059;10;10;10;10;10;20;10;10;10;100;Good~~~~========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CE10065;10;10;10;10;10;20;10;10;10;100;Perfect~~~~========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22EX10034;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EC10059;10;10;10;10;10;20;10;10;10;100;Keep up the good work~~~~========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22HS10030;10;0;0;0;10;20;0;0;0;40;========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 40 ############
22CH30005;0;0;0;0;10;0;0;0;0;10;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 10 ############
22MI31006;0;0;0;0;10;20;0;0;0;30;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 30 ############
22MI31025;10;10;10;0;10;20;10;8;8;86;========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 8 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 8 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 86 ############
22EC10079;0;0;10;0;10;20;5;5;5;55;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 55 ############
