"Student_Name";"Test_Case_1 (25)";"Test_Case_2 (25)";"Code_1 (10)";"Code_2 (20)";"Code_3 (1)";"Code_4 (10)";"Total_Marks (100)";"Comments"
23CE10025;25;0;10;13;6;6;60;========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~INPUT:5 5~~Desired Output:~~~~1~~23~~456~~7812~~34567~~  Mark/s obtained: 25 out of 25~~~~~~FAILED: Test Case 2: ~~INPUT:2 10~~Desired Output:~~~~1~~23~~451~~2345~~12345~~123451~~2345123~~45123451~~234512345~~1234512345~~~~Your output:~~Enter the value of scale factor~~enter  the number of lines~~1~~12~~123~~1234~~12345~~12345~~12345~~12345~~12345~~12345~~~~~~  Mark/s obtained: 0 out of 25~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input has been taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Logic is correct and gives expected output~~  Mark/s obtained: 13 out of 20~~~~~~FAILED: Code Case 3:~~Have used nested loops~~  Mark/s obtained: 6 out of 10~~~~~~FAILED: Code Case 4:~~Output Printed~~  Mark/s obtained: 6 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 60/100 ##########
23IE10011;25;25;10;20;10;10;100;Clean Code~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 50 out of 50~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 50 out of 50~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
23ME10044;25;25;10;20;10;10;100;Good~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 50 out of 50~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 50 out of 50~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
23CS10051;25;25;10;20;10;10;100;Great Job~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 50 out of 50~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 50 out of 50~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
23ME10063;25;25;10;20;10;10;100;Nice work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 50 out of 50~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 50 out of 50~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
23MT30029;0;15;10;13;6;6;50;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:5 5~~Desired Output:~~~~1~~23~~456~~7812~~34567~~~~Your output:~~Enter scale factor:~~Enter number of lines:~~5~~67~~812~~3456~~78123~~~~~~  Mark/s obtained: 0 out of 25~~~~~~FAILED: Test Case 2: ~~INPUT:2 10~~Desired Output:~~~~1~~23~~451~~2345~~12345~~123451~~2345123~~45123451~~234512345~~1234512345~~~~Your output:~~Enter scale factor:~~Enter number of lines:~~2~~34~~512~~3451~~23451~~234512~~3451234~~51234512~~345123451~~2345123451~~~~~~  Mark/s obtained: 15 out of 25~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input has been taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Logic is correct and gives expected output~~  Mark/s obtained: 13 out of 20~~~~~~FAILED: Code Case 3:~~Have used nested loops~~  Mark/s obtained: 6 out of 10~~~~~~FAILED: Code Case 4:~~Output Printed~~  Mark/s obtained: 6 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 50/100 ##########
23AG10047;25;25;10;20;10;10;100;Keep up the good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 50 out of 50~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 50 out of 50~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
23HS10030;0;0;10;10;5;4;29;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:5 5~~Desired Output:~~~~1~~23~~456~~7812~~34567~~~~Your output:~~Enter scale factor:Enter number of lines:6422028~~6422028~~6422028~~6422028~~6422028~~6422028~~6422028~~6422028~~64220286422028~~64220286422028~~64220286422028~~64220286422028~~642202864220286422028~~642202864220286422028~~642202864220286422028~~6422028642202864220286422028~~6422028642202864220286422028~~64220286422028642202864220286422028~~64220286422028642202864220286422028~~~~~~  Mark/s obtained: 0 out of 25~~~~~~FAILED: Test Case 2: ~~INPUT:2 10~~Desired Output:~~~~1~~23~~451~~2345~~12345~~123451~~2345123~~45123451~~234512345~~1234512345~~~~Your output:~~Enter scale factor:Enter number of lines:6422028~~6422028~~6422028~~6422028~~6422028~~64220286422028~~64220286422028~~64220286422028~~642202864220286422028~~642202864220286422028~~6422028642202864220286422028~~6422028642202864220286422028~~64220286422028642202864220286422028~~642202864220286422028642202864220286422028~~6422028642202864220286422028642202864220286422028~~64220286422028642202864220286422028642202864220286422028~~642202864220286422028642202864220286422028642202864220286422028~~64220...~~~~  Mark/s obtained: 0 out of 25~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input has been taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Logic is correct and gives expected output~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 3:~~Have used nested loops~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~Output Printed~~  Mark/s obtained: 4 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 29/100 ##########
23CH10026;25;25;10;20;10;10;100;Keep it up~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 50 out of 50~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 50 out of 50~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
23HS10050;0;0;10;2;1;0;13;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 50~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input has been taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Logic is correct and gives expected output~~  Mark/s obtained: 2 out of 20~~~~~~FAILED: Code Case 3:~~Have used nested loops~~  Mark/s obtained: 1 out of 10~~~~~~FAILED: Code Case 4:~~Output Printed~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 13/100 ##########
23EC10066;0;0;10;11;6;5;32;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:5 5~~Desired Output:~~~~1~~23~~456~~7812~~34567~~~~Your output:~~enter scale factor : enter number of lines : 12345678~~12345678~~12345678~~12345678~~12345678~~~~~~  Mark/s obtained: 0 out of 25~~~~~~FAILED: Test Case 2: ~~INPUT:2 10~~Desired Output:~~~~1~~23~~451~~2345~~12345~~123451~~2345123~~45123451~~234512345~~1234512345~~~~Your output:~~enter scale factor : enter number of lines : 12345~~12345~~12345~~12345~~12345~~12345~~12345~~12345~~12345~~12345~~~~~~  Mark/s obtained: 0 out of 25~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input has been taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Logic is correct and gives expected output~~  Mark/s obtained: 11 out of 20~~~~~~FAILED: Code Case 3:~~Have used nested loops~~  Mark/s obtained: 6 out of 10~~~~~~FAILED: Code Case 4:~~Output Printed~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 32/100 ##########
23BT10015;0;0;10;10;4;4;28;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 50~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input has been taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Logic is correct and gives expected output~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 3:~~Have used nested loops~~  Mark/s obtained: 4 out of 10~~~~~~FAILED: Code Case 4:~~Output Printed~~  Mark/s obtained: 4 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 28/100 ##########
23CS10031;25;25;10;20;10;10;100;Keep up the good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 50 out of 50~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 50 out of 50~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
23EX10024;0;0;10;12;6;6;34;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:5 5~~Desired Output:~~~~1~~23~~456~~7812~~34567~~~~Your output:~~Enter scale factor:Enter number of lines:1~~23~~456~~7812~~34567~~812345~~678~~~~  Mark/s obtained: 0 out of 25~~~~~~FAILED: Test Case 2: ~~INPUT:2 10~~Desired Output:~~~~1~~23~~451~~2345~~12345~~123451~~2345123~~45123451~~234512345~~1234512345~~~~Your output:~~Enter scale factor:Enter number of lines:1~~23~~451~~2345~~12345~~123451~~2345123~~45123451~~2345~~~~  Mark/s obtained: 0 out of 25~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input has been taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Logic is correct and gives expected output~~  Mark/s obtained: 12 out of 20~~~~~~FAILED: Code Case 3:~~Have used nested loops~~  Mark/s obtained: 6 out of 10~~~~~~FAILED: Code Case 4:~~Output Printed~~  Mark/s obtained: 6 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 34/100 ##########
23CE10065;25;25;10;20;10;10;100;Clean Code~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 50 out of 50~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 50 out of 50~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
23ME10082;25;25;10;20;10;10;100;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 50 out of 50~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 50 out of 50~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
23NA30028;0;0;10;11;6;6;33;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:5 5~~Desired Output:~~~~1~~23~~456~~7812~~34567~~~~Your output:~~Enter the scale factor:Enter the number of rows:~~1~~12~~123~~1234~~12345~~~~~~  Mark/s obtained: 0 out of 25~~~~~~FAILED: Test Case 2: ~~INPUT:2 10~~Desired Output:~~~~1~~23~~451~~2345~~12345~~123451~~2345123~~45123451~~234512345~~1234512345~~~~Your output:~~Enter the scale factor:Enter the number of rows:~~1~~12~~123~~1234~~12345~~123456~~1234567~~12345678~~123456789~~12345678910~~~~~~  Mark/s obtained: 0 out of 25~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input has been taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Logic is correct and gives expected output~~  Mark/s obtained: 11 out of 20~~~~~~FAILED: Code Case 3:~~Have used nested loops~~  Mark/s obtained: 6 out of 10~~~~~~FAILED: Code Case 4:~~Output Printed~~  Mark/s obtained: 6 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 33/100 ##########
23EX10004;0;0;10;11;5;5;31;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:5 5~~Desired Output:~~~~1~~23~~456~~7812~~34567~~~~Your output:~~enter the scale factor from 1 to 6~~enter the number of lines from 1 to 10~~1~~22~~333~~4444~~55555~~~~~~  Mark/s obtained: 0 out of 25~~~~~~FAILED: Test Case 2: ~~INPUT:2 10~~Desired Output:~~~~1~~23~~451~~2345~~12345~~123451~~2345123~~45123451~~234512345~~1234512345~~~~Your output:~~enter the scale factor from 1 to 6~~enter the number of lines from 1 to 10~~1~~22~~333~~4444~~55555~~666666~~7777777~~88888888~~999999999~~10101010101010101010~~~~~~  Mark/s obtained: 0 out of 25~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input has been taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Logic is correct and gives expected output~~  Mark/s obtained: 11 out of 20~~~~~~FAILED: Code Case 3:~~Have used nested loops~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~Output Printed~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 31/100 ##########
23CE10045;25;25;10;20;10;10;100;Great Job~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 50 out of 50~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 50 out of 50~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
23GG10001;25;25;10;20;10;10;100;Good~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 50 out of 50~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 50 out of 50~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
23ME30058;0;0;10;10;5;5;30;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:5 5~~Desired Output:~~~~1~~23~~456~~7812~~34567~~~~Your output:~~Enter the scale factor [1-6] and the number of lines [1-10]~~1~~12~~123~~1234~~~~~~  Mark/s obtained: 0 out of 25~~~~~~FAILED: Test Case 2: ~~INPUT:2 10~~Desired Output:~~~~1~~23~~451~~2345~~12345~~123451~~2345123~~45123451~~234512345~~1234512345~~~~Your output:~~Enter the scale factor [1-6] and the number of lines [1-10]n,s dont satisfy the condition ~~ ~~~~  Mark/s obtained: 0 out of 25~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input has been taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Logic is correct and gives expected output~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 3:~~Have used nested loops~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~Output Printed~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 30/100 ##########
23MT10053;25;25;10;20;10;10;100;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 50 out of 50~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 50 out of 50~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
23IM30025;0;0;10;11;6;6;33;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:5 5~~Desired Output:~~~~1~~23~~456~~7812~~34567~~~~Your output:~~Enter scale factor:Enter Number of lines:2~~47~~525~~7731~~22242~~~~~~  Mark/s obtained: 0 out of 25~~~~~~FAILED: Test Case 2: ~~INPUT:2 10~~Desired Output:~~~~1~~23~~451~~2345~~12345~~123451~~2345123~~45123451~~234512345~~1234512345~~~~Your output:~~Enter scale factor:Enter Number of lines:2~~35~~155~~4435~~11232~~213322~~5343322~~41322453~~351542344~~5224435333~~~~~~  Mark/s obtained: 0 out of 25~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input has been taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Logic is correct and gives expected output~~  Mark/s obtained: 11 out of 20~~~~~~FAILED: Code Case 3:~~Have used nested loops~~  Mark/s obtained: 6 out of 10~~~~~~FAILED: Code Case 4:~~Output Printed~~  Mark/s obtained: 6 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 33/100 ##########
23MI10052;0;0;0;0;0;1;1;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:5 5~~Desired Output:~~~~1~~23~~456~~7812~~34567~~~~Your output:~~~~~~  Mark/s obtained: 0 out of 25~~~~~~FAILED: Test Case 2: ~~INPUT:2 10~~Desired Output:~~~~1~~23~~451~~2345~~12345~~123451~~2345123~~45123451~~234512345~~1234512345~~~~Your output:~~~~~~  Mark/s obtained: 0 out of 25~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Input has been taken correctly~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~Logic is correct and gives expected output~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 3:~~Have used nested loops~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Output Printed~~  Mark/s obtained: 1 out of 10~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 1/100 ##########
23CH10006;25;0;10;13;7;7;62;========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~INPUT:5 5~~Desired Output:~~~~1~~23~~456~~7812~~34567~~  Mark/s obtained: 25 out of 25~~~~~~FAILED: Test Case 2: ~~INPUT:2 10~~Desired Output:~~~~1~~23~~451~~2345~~12345~~123451~~2345123~~45123451~~234512345~~1234512345~~~~Your output:~~Enter the scale : ~~Enter the number of lines : ~~1~~23~~451~~3451~~34513~~451345~~1345134~~51345134~~513451345~~1345134513~~45134513451~~~~~~  Mark/s obtained: 0 out of 25~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input has been taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Logic is correct and gives expected output~~  Mark/s obtained: 13 out of 20~~~~~~FAILED: Code Case 3:~~Have used nested loops~~  Mark/s obtained: 7 out of 10~~~~~~FAILED: Code Case 4:~~Output Printed~~  Mark/s obtained: 7 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 62/100 ##########
23MF3IM17;0;0;10;8;5;4;27;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:5 5~~Desired Output:~~~~1~~23~~456~~7812~~34567~~~~Your output:~~Enter number of lines,scale factor : ~~~~1~~12~~123~~1234~~~~~~  Mark/s obtained: 0 out of 25~~~~~~FAILED: Test Case 2: ~~INPUT:2 10~~Desired Output:~~~~1~~23~~451~~2345~~12345~~123451~~2345123~~45123451~~234512345~~1234512345~~~~Your output:~~Enter number of lines,scale factor : ~~~~1~~~~~~  Mark/s obtained: 0 out of 25~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input has been taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Logic is correct and gives expected output~~  Mark/s obtained: 8 out of 20~~~~~~FAILED: Code Case 3:~~Have used nested loops~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~Output Printed~~  Mark/s obtained: 4 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 27/100 ##########
23ME30001;0;0;10;10;5;4;29;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:5 5~~Desired Output:~~~~1~~23~~456~~7812~~34567~~~~Your output:~~[ERROR: SEGMENTATION_FAULT or RUNTIMEOUT]~~~~  Mark/s obtained: 0 out of 25~~~~~~FAILED: Test Case 2: ~~INPUT:2 10~~Desired Output:~~~~1~~23~~451~~2345~~12345~~123451~~2345123~~45123451~~234512345~~1234512345~~~~Your output:~~[ERROR: SEGMENTATION_FAULT or RUNTIMEOUT]~~~~  Mark/s obtained: 0 out of 25~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input has been taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Logic is correct and gives expected output~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 3:~~Have used nested loops~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~Output Printed~~  Mark/s obtained: 4 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 29/100 ##########
23CS10011;25;25;10;20;10;10;100;Good~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 50 out of 50~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 50 out of 50~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
