"Student_Name";"Test_Case_1 (20)";"Test_Case_2 (20)";"Code_1 (10)";"Code_2 (10)";"Code_3 (10)";"Code_4 (10)";"Code_5 (20)";"Total_Marks (100)";"Comments"
22MI10032;20;20;10;10;10;10;20;100;Keep up the good work~~~~========= TEST CASES =========~~~~~~Your output:~~Enter size of L:Enter elements of this list:~~The input list contains duplicate numbers of :1 ,2 ,3 ,7 ,~~Minimum number is : 1~~Maximum number is : 9~~~~~~Your output:~~Enter size of L:Enter elements of this list:~~The input list does not contain any duplicate number.~~~~Minimum number is : 1~~Maximum number is : 9~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked min~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~checked max~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22EE10008;20;20;10;10;10;10;20;100;Good work~~~~========= TEST CASES =========~~~~~~Your output:~~Enter number of elements : Enter elements : ~~The input list contains duplicate numbers of: 1 2 3 7 	...End of List~~Minimum number is: 1~~Maximum number is: 9~~~~~~Your output:~~Enter number of elements : Enter elements : The input list does not contain anu duplicate~~Minimum number is: 1~~Maximum number is: 9~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked min~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~checked max~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CS30008;10;10;10;10;10;10;20;80;========= TEST CASES =========~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 1: ~~Input:~~L = {1, 2, 3, 9, 7, 7, 6, 5, 4, 3, 2, 1}~~Outpt:~~The input list contains duplicate numbers of: 1, 2, 3, 7.~~Minimum number is: 1~~Maximum number is: 9 ~~  Mark/s obtained: 10 out of 20~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 2: ~~Input:~~L = {2, 4, 6, 8, 9, 7, 5, 3, 1}~~Output:~~The input list does not contain any duplicate~~number.~~Minimum number is: 1~~Maximum number is: 9 ~~  Mark/s obtained: 10 out of 20~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked min~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~checked max~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 80 ############
22IE10007;20;20;10;10;10;10;20;100;Nice work~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the size~~Enter the elements~~Max: 9Min: 1~~~~Your output:~~Enter the size~~Enter the elements~~Max: 9Min: 1~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked min~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~checked max~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MA10021;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EE30007;0;0;10;10;10;10;20;60;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked min~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~checked max~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 60 ############
22AG10041;20;20;10;10;10;10;20;100;Perfect~~~~========= TEST CASES =========~~~~~~Your output:~~enter length of array:enter 1 number:enter 2 number:enter 3 number:enter 4 number:enter 5 number:enter 6 number:enter 7 number:enter 8 number:enter 9 number:enter 10 number:enter 11 number:enter 12 number:the input list contains duplicate numbers: 1  2  3  7  ~~minimum number is: 1~~maximum number is: 2~~~~~~Your output:~~enter length of array:enter 1 number:enter 2 number:enter 3 number:enter 4 number:enter 5 number:enter 6 number:enter 7 number:enter 8 number:enter 9 number:the input list does not contain any duplicate numbers. ~~minimum number is: 1~~maximum number is: 3~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked min~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~checked max~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22ME30004;20;20;10;10;10;10;20;100;Good work~~~~========= TEST CASES =========~~~~~~Your output:~~Enter elements: Maximum number is 6619240~~Minimum number is 1~~~~~~Your output:~~Enter elements: Maximum number is 6619240~~Minimum number is 1~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked min~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~checked max~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MA10059;20;20;10;10;10;10;20;100;Keep up the good work~~~~========= TEST CASES =========~~~~~~Your output:~~The minimum number : 1 ~~The maximum number : 9 ~~duplicate number : 1~~duplicate number : 2~~duplicate number : 2~~duplicate number : 3~~duplicate number : 3~~duplicate number : 3~~duplicate number : 7~~duplicate number : 7~~duplicate number : 7~~duplicate number : 7~~duplicate number : 7~~duplicate number : 7~~duplicate number : 7~~duplicate number : 7~~duplicate number : 7~~duplicate number : 7~~duplicate number : 7~~duplicate number : 7~~duplicate number : 7~~duplicate number : 7~~duplicate ...~~~~Your output:~~The minimum number : 1 ~~The maximum number : 9 ~~duplicate number : 1~~duplicate number : 2~~duplicate number : 2~~duplicate number : 3~~duplicate number : 3~~duplicate number : 3~~duplicate number : 7~~duplicate number : 7~~duplicate number : 7~~duplicate number : 7~~duplicate number : 7~~duplicate number : 7~~duplicate number : 7~~duplicate number : 7~~duplicate number : 7~~duplicate number : 7~~duplicate number : 7~~duplicate number : 7~~duplicate number : 7~~duplicate number : 7~~duplicate ...~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked min~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~checked max~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CE10065;0;0;10;10;10;10;20;60;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked min~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~checked max~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 60 ############
22EX10034;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EC10059;10;10;10;10;10;10;20;80;========= TEST CASES =========~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 1: ~~Input:~~L = {1, 2, 3, 9, 7, 7, 6, 5, 4, 3, 2, 1}~~Outpt:~~The input list contains duplicate numbers of: 1, 2, 3, 7.~~Minimum number is: 1~~Maximum number is: 9 ~~  Mark/s obtained: 10 out of 20~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 2: ~~Input:~~L = {2, 4, 6, 8, 9, 7, 5, 3, 1}~~Output:~~The input list does not contain any duplicate~~number.~~Minimum number is: 1~~Maximum number is: 9 ~~  Mark/s obtained: 10 out of 20~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked min~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~checked max~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 80 ############
22HS10030;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CH30005;0;0;0;0;0;0;0;0;========= TEST CASES =========~~~~~~Your output:~~Rect:Area:-20~~~~FAILED: Test Case 1: ~~Input:~~L = {1, 2, 3, 9, 7, 7, 6, 5, 4, 3, 2, 1}~~Outpt:~~The input list contains duplicate numbers of: 1, 2, 3, 7.~~Minimum number is: 1~~Maximum number is: 9 ~~  Mark/s obtained: 0 out of 20~~~~~~Your output:~~Rect:Area:-20~~~~FAILED: Test Case 2: ~~Input:~~L = {2, 4, 6, 8, 9, 7, 5, 3, 1}~~Output:~~The input list does not contain any duplicate~~number.~~Minimum number is: 1~~Maximum number is: 9 ~~  Mark/s obtained: 0 out of 20~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~checked min~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~checked max~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MI31006;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MI31025;20;20;10;10;10;10;20;100;Good work~~~~========= TEST CASES =========~~~~~~Your output:~~Enter no of elements in the list:Enter elements:~~Enter value:Enter value:Enter value:Enter value:Enter value:Enter value:Enter value:Enter value:Enter value:Enter value:Enter value:Enter value:Maximum is:9~~Minimum is:1~~~~~~Your output:~~Enter no of elements in the list:Enter elements:~~Enter value:Enter value:Enter value:Enter value:Enter value:Enter value:Enter value:Enter value:Enter value:Maximum is:9~~Minimum is:1~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked min~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~checked max~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22EC10079;0;0;0;0;0;0;0;0;========= TEST CASES =========~~~~~~Your output:~~ x y r~~Circles DON'T Intersect ~~~~FAILED: Test Case 1: ~~Input:~~L = {1, 2, 3, 9, 7, 7, 6, 5, 4, 3, 2, 1}~~Outpt:~~The input list contains duplicate numbers of: 1, 2, 3, 7.~~Minimum number is: 1~~Maximum number is: 9 ~~  Mark/s obtained: 0 out of 20~~~~~~Your output:~~ x y r~~Circles Intersect~~~~FAILED: Test Case 2: ~~Input:~~L = {2, 4, 6, 8, 9, 7, 5, 3, 1}~~Output:~~The input list does not contain any duplicate~~number.~~Minimum number is: 1~~Maximum number is: 9 ~~  Mark/s obtained: 0 out of 20~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~checked min~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~checked max~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EE10028;20;20;10;10;10;10;20;100;Good~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the number of elements in the list: Enter element: Enter element: Enter element: Enter element: Enter element: Enter element: Enter element: Enter element: Enter element: Enter element: Enter element: Enter element: The list is: 1 2 3 4 5 6 7 7 9 3 2 1 ~~The maximum element in the list is: 9~~The minimum element in the list is: 1~~The list contains duplicate elements.~~~~~~Your output:~~Enter the number of elements in the list: Enter element: Enter element: Enter element: Enter element: Enter element: Enter element: Enter element: Enter element: Enter element: The list is: 1 3 5 7 9 8 6 4 2 ~~The maximum element in the list is: 9~~The minimum element in the list is: 1~~The list does not contain any duplicate elements.~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked min~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~checked max~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CE30016;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22NA30030;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22ME10064;10;10;10;10;10;10;20;80;========= TEST CASES =========~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 1: ~~Input:~~L = {1, 2, 3, 9, 7, 7, 6, 5, 4, 3, 2, 1}~~Outpt:~~The input list contains duplicate numbers of: 1, 2, 3, 7.~~Minimum number is: 1~~Maximum number is: 9 ~~  Mark/s obtained: 10 out of 20~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 2: ~~Input:~~L = {2, 4, 6, 8, 9, 7, 5, 3, 1}~~Output:~~The input list does not contain any duplicate~~number.~~Minimum number is: 1~~Maximum number is: 9 ~~  Mark/s obtained: 10 out of 20~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked min~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~checked max~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 80 ############
22IM10001;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CH30025;20;20;10;10;10;10;20;100;Perfect~~~~========= TEST CASES =========~~~~~~Your output:~~enter the number of nodes of the linked list~~enter the first number~~enter the next number~~enter the next number~~enter the next number~~enter the next number~~enter the next number~~enter the next number~~enter the next number~~enter the next number~~enter the next number~~enter the next number~~enter the next number~~1 appears more than once~~2 appears more than once~~3 appears more than once~~7 appears more than once~~the maximum is9~~the minimum is1~~~~~~Your output:~~enter the number of nodes of the linked list~~enter the first number~~enter the next number~~enter the next number~~enter the next number~~enter the next number~~enter the next number~~enter the next number~~enter the next number~~enter the next number~~1 appears more than once~~the maximum is9~~the minimum is1~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked min~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~checked max~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Checked for duplicates~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
