"Student_Name";"Test_Case_1 (20)";"Test_Case_2 (20)";"Code_1 (10)";"Code_2 (10)";"Code_3 (10)";"Code_4 (20)";"Code_5 (10)";"Total_Marks (100)";"Comments"
22MI10032;10;10;10;10;10;20;10;80;========= TEST CASES =========~~~~~~Your output:~~Enter size of L:Enter elements of this list:~~Even position nodes:{2,9,7,5,}~~~~FAILED: Test Case 1: ~~Input:~~n=8~~L = {1, 2, 3, 9, 7, 7, 6, 5}~~Outpt:~~List w/o odd: 2 6 ~~  Mark/s obtained: 10 out of 20~~~~~~Your output:~~Enter size of L:Enter elements of this list:~~Even position nodes:{4,8,7,3,}~~~~FAILED: Test Case 2: ~~Input:~~n=9~~L = {2, 4, 6, 8, 9, 7, 5, 3, 1}~~Output:~~List w/o odd: 2 6 4 8 ~~  Mark/s obtained: 10 out of 20~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked odd~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~removed odd numbers~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~printed list~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 80 ############
22EE10008;10;10;10;10;10;20;10;80;========= TEST CASES =========~~~~~~Your output:~~Enter number of elements : Enter elements : 1 2 3 9 7 7 6 5 	...End of List~~2 9 7 5 	...End of List~~~~~~FAILED: Test Case 1: ~~Input:~~n=8~~L = {1, 2, 3, 9, 7, 7, 6, 5}~~Outpt:~~List w/o odd: 2 6 ~~  Mark/s obtained: 10 out of 20~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 2: ~~Input:~~n=9~~L = {2, 4, 6, 8, 9, 7, 5, 3, 1}~~Output:~~List w/o odd: 2 6 4 8 ~~  Mark/s obtained: 10 out of 20~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked odd~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~removed odd numbers~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~printed list~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 80 ############
22CS30008;10;10;10;10;10;20;10;80;========= TEST CASES =========~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 1: ~~Input:~~n=8~~L = {1, 2, 3, 9, 7, 7, 6, 5}~~Outpt:~~List w/o odd: 2 6 ~~  Mark/s obtained: 10 out of 20~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 2: ~~Input:~~n=9~~L = {2, 4, 6, 8, 9, 7, 5, 3, 1}~~Output:~~List w/o odd: 2 6 4 8 ~~  Mark/s obtained: 10 out of 20~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked odd~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~removed odd numbers~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~printed list~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 80 ############
22IE10007;5;5;10;10;10;20;10;70;========= TEST CASES =========~~~~~~Your output:~~Enter the number of elements~~Enter the elements~~1 2 3 9 7 7 6 5 ~~~~FAILED: Test Case 1: ~~Input:~~n=8~~L = {1, 2, 3, 9, 7, 7, 6, 5}~~Outpt:~~List w/o odd: 2 6 ~~  Mark/s obtained: 5 out of 20~~~~~~Your output:~~Enter the number of elements~~Enter the elements~~2 4 6 8 9 7 5 3 1 ~~~~FAILED: Test Case 2: ~~Input:~~n=9~~L = {2, 4, 6, 8, 9, 7, 5, 3, 1}~~Output:~~List w/o odd: 2 6 4 8 ~~  Mark/s obtained: 5 out of 20~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked odd~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~removed odd numbers~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~printed list~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 70 ############
22MA10021;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EE30007;0;0;10;5;0;0;10;25;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~checked odd~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~removed odd numbers~~  Mark/s obtained: 0 out of 20~~~~~~PASSED: Code Case 5:~~printed list~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 25 ############
22AG10041;0;0;10;10;10;20;10;60;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked odd~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~removed odd numbers~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~printed list~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 60 ############
22ME30004;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MA10059;10;10;10;10;10;20;10;80;========= TEST CASES =========~~~~~~Your output:~~1 2 3 9 7 7 6 5 ~~2 9 7 7 6 5 ~~~~~~FAILED: Test Case 1: ~~Input:~~n=8~~L = {1, 2, 3, 9, 7, 7, 6, 5}~~Outpt:~~List w/o odd: 2 6 ~~  Mark/s obtained: 10 out of 20~~~~~~Your output:~~2 4 6 8 9 7 5 3 1 ~~4 8 9 7 5 3 1 ~~~~~~FAILED: Test Case 2: ~~Input:~~n=9~~L = {2, 4, 6, 8, 9, 7, 5, 3, 1}~~Output:~~List w/o odd: 2 6 4 8 ~~  Mark/s obtained: 10 out of 20~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked odd~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~removed odd numbers~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~printed list~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 80 ############
22CE10065;10;10;10;10;10;20;10;80;========= TEST CASES =========~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 1: ~~Input:~~n=8~~L = {1, 2, 3, 9, 7, 7, 6, 5}~~Outpt:~~List w/o odd: 2 6 ~~  Mark/s obtained: 10 out of 20~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 2: ~~Input:~~n=9~~L = {2, 4, 6, 8, 9, 7, 5, 3, 1}~~Output:~~List w/o odd: 2 6 4 8 ~~  Mark/s obtained: 10 out of 20~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked odd~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~removed odd numbers~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~printed list~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 80 ############
22EX10034;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EC10059;10;10;10;10;10;20;10;80;========= TEST CASES =========~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 1: ~~Input:~~n=8~~L = {1, 2, 3, 9, 7, 7, 6, 5}~~Outpt:~~List w/o odd: 2 6 ~~  Mark/s obtained: 10 out of 20~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 2: ~~Input:~~n=9~~L = {2, 4, 6, 8, 9, 7, 5, 3, 1}~~Output:~~List w/o odd: 2 6 4 8 ~~  Mark/s obtained: 10 out of 20~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked odd~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~removed odd numbers~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~printed list~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 80 ############
22HS10030;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CH30005;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MI31006;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MI31025;10;10;10;10;10;20;10;80;========= TEST CASES =========~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 1: ~~Input:~~n=8~~L = {1, 2, 3, 9, 7, 7, 6, 5}~~Outpt:~~List w/o odd: 2 6 ~~  Mark/s obtained: 10 out of 20~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 2: ~~Input:~~n=9~~L = {2, 4, 6, 8, 9, 7, 5, 3, 1}~~Output:~~List w/o odd: 2 6 4 8 ~~  Mark/s obtained: 10 out of 20~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked odd~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~removed odd numbers~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~printed list~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 80 ############
22EC10079;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EE10028;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CE30016;10;10;10;10;10;20;10;80;========= TEST CASES =========~~~~~~Your output:~~Enter an integer m such that it is less than 10.~~2 9 7 5 ~~~~FAILED: Test Case 1: ~~Input:~~n=8~~L = {1, 2, 3, 9, 7, 7, 6, 5}~~Outpt:~~List w/o odd: 2 6 ~~  Mark/s obtained: 10 out of 20~~~~~~Your output:~~Enter an integer m such that it is less than 10.~~4 8 7 3 ~~~~FAILED: Test Case 2: ~~Input:~~n=9~~L = {2, 4, 6, 8, 9, 7, 5, 3, 1}~~Output:~~List w/o odd: 2 6 4 8 ~~  Mark/s obtained: 10 out of 20~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked odd~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~removed odd numbers~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~printed list~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 80 ############
22NA30030;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22ME10064;10;10;10;10;10;20;10;80;========= TEST CASES =========~~~~~~Your output:~~Enter size of array: The modified linked list is: ~~1 2 3 9 7 7 6 5 ~~The modified linked list is: ~~1 2 9 7 6 5 ~~~~~~FAILED: Test Case 1: ~~Input:~~n=8~~L = {1, 2, 3, 9, 7, 7, 6, 5}~~Outpt:~~List w/o odd: 2 6 ~~  Mark/s obtained: 10 out of 20~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 2: ~~Input:~~n=9~~L = {2, 4, 6, 8, 9, 7, 5, 3, 1}~~Output:~~List w/o odd: 2 6 4 8 ~~  Mark/s obtained: 10 out of 20~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked odd~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~removed odd numbers~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~printed list~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 80 ############
22IM10001;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CH30025;0;0;10;10;10;20;10;60;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked odd~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~removed odd numbers~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~printed list~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 60 ############
22AG10001;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MI10051;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22GG10024;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22ME10007;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MT10061;0;0;10;10;10;20;10;60;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked odd~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~removed odd numbers~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~printed list~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 60 ############
22NA10022;10;10;10;10;10;20;10;80;========= TEST CASES =========~~~~~~Your output:~~2 9 7 5 ~~~~~~FAILED: Test Case 1: ~~Input:~~n=8~~L = {1, 2, 3, 9, 7, 7, 6, 5}~~Outpt:~~List w/o odd: 2 6 ~~  Mark/s obtained: 10 out of 20~~~~~~Your output:~~4 8 7 3 ~~~~~~FAILED: Test Case 2: ~~Input:~~n=9~~L = {2, 4, 6, 8, 9, 7, 5, 3, 1}~~Output:~~List w/o odd: 2 6 4 8 ~~  Mark/s obtained: 10 out of 20~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked odd~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~removed odd numbers~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~printed list~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 80 ############
22ME30042;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22NA30011;10;10;10;10;10;20;10;80;========= TEST CASES =========~~~~~~Your output:~~8 -> 1 -> 2 -> 3 -> 9 -> 7 -> 7 -> 6 -> 5 -> 5. END OF LIST ~~8 -> 2 -> 9 -> 7 -> 6 -> 5. END OF LIST ~~~~~~FAILED: Test Case 1: ~~Input:~~n=8~~L = {1, 2, 3, 9, 7, 7, 6, 5}~~Outpt:~~List w/o odd: 2 6 ~~  Mark/s obtained: 10 out of 20~~~~~~Your output:~~9 -> 2 -> 4 -> 6 -> 8 -> 9 -> 7 -> 5 -> 3 -> 1. END OF LIST ~~2 -> 4 -> 6 -> 8 -> 7 -> 3 -> 1. END OF LIST ~~~~~~FAILED: Test Case 2: ~~Input:~~n=9~~L = {2, 4, 6, 8, 9, 7, 5, 3, 1}~~Output:~~List w/o odd: 2 6 4 8 ~~  Mark/s obtained: 10 out of 20~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Stucture for node defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked List stored~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked odd~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~removed odd numbers~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~printed list~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 80 ############
22MF10045;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EC30047;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
