"Student_Name";"Test_Case_1 (10)";"Test_Case_2 (10)";"Test_Case_3 (10)";"Test_Case_4 (10)";"Code_1 (10)";"Code_2 (10)";"Code_3 (30)";"Code_4 (10)";"Total_Marks (100)";"Comments"
22MI10032;10;10;10;10;10;10;30;10;100;Great Job~~~~========= TEST CASES =========~~~~~~Your output:~~Enter number which need to be checked:YES~~~~~~Your output:~~Enter number which need to be checked:NO~~~~~~Your output:~~Enter number which need to be checked:YES~~~~~~Your output:~~Enter number which need to be checked:YES~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~fibonacci numbers generated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~used recursion to generate fibonacci~~  Mark/s obtained: 30 out of 30~~~~~~PASSED: Code Case 4:~~checked number with generated number~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22EE10008;10;10;10;10;10;10;30;10;100;Perfect~~~~========= TEST CASES =========~~~~~~Your output:~~Enter n : Yes~~~~~~Your output:~~Enter n : No~~~~~~Your output:~~Enter n : Yes~~~~~~Your output:~~Enter n : Yes~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~fibonacci numbers generated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~used recursion to generate fibonacci~~  Mark/s obtained: 30 out of 30~~~~~~PASSED: Code Case 4:~~checked number with generated number~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CS30008;10;10;10;10;10;10;30;10;100;Clean Code~~~~========= TEST CASES =========~~~~~~Your output:~~Enter number: Yes~~~~~~Your output:~~Enter number: No~~~~~~Your output:~~Enter number: Yes~~~~~~Your output:~~Enter number: Yes~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~fibonacci numbers generated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~used recursion to generate fibonacci~~  Mark/s obtained: 30 out of 30~~~~~~PASSED: Code Case 4:~~checked number with generated number~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22IE10007;10;10;10;10;10;10;30;10;100;Great Job~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the number~~Yes~~~~~~Your output:~~Enter the number~~No~~~~~~Your output:~~Enter the number~~Yes~~~~~~Your output:~~Enter the number~~Yes~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~fibonacci numbers generated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~used recursion to generate fibonacci~~  Mark/s obtained: 30 out of 30~~~~~~PASSED: Code Case 4:~~checked number with generated number~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MA10021;10;10;10;10;10;10;30;10;100;Nice work~~~~========= TEST CASES =========~~~~~~Your output:~~Yes~~~~Your output:~~No~~~~Your output:~~Yes~~~~Your output:~~Yes~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~fibonacci numbers generated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~used recursion to generate fibonacci~~  Mark/s obtained: 30 out of 30~~~~~~PASSED: Code Case 4:~~checked number with generated number~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22EE30007;10;10;10;10;10;10;30;10;100;Clean Code~~~~========= TEST CASES =========~~~~~~Your output:~~Enter a number: Yes~~~~~~Your output:~~Enter a number: No~~~~~~Your output:~~Enter a number: Yes~~~~~~Your output:~~Enter a number: Yes~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~fibonacci numbers generated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~used recursion to generate fibonacci~~  Mark/s obtained: 30 out of 30~~~~~~PASSED: Code Case 4:~~checked number with generated number~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22AG10041;10;10;10;10;10;10;30;10;100;Great Job~~~~========= TEST CASES =========~~~~~~Your output:~~enter the number you want to check if it belongs to fibonacci series:yes~~~~~~Your output:~~enter the number you want to check if it belongs to fibonacci series:no~~~~~~Your output:~~enter the number you want to check if it belongs to fibonacci series:yes~~~~~~Your output:~~enter the number you want to check if it belongs to fibonacci series:yes~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~fibonacci numbers generated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~used recursion to generate fibonacci~~  Mark/s obtained: 30 out of 30~~~~~~PASSED: Code Case 4:~~checked number with generated number~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22ME30004;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MA10059;10;10;10;10;10;10;30;10;100;Nice work~~~~========= TEST CASES =========~~~~~~Your output:~~YES~~~~Your output:~~NO~~~~Your output:~~YES~~~~Your output:~~YES~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~fibonacci numbers generated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~used recursion to generate fibonacci~~  Mark/s obtained: 30 out of 30~~~~~~PASSED: Code Case 4:~~checked number with generated number~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CE10065;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EX10034;0;0;0;0;0;10;15;0;25;========= TEST CASES =========~~~~~~Your output:~~~~~~FAILED: Test Case 1: ~~IN:~~3~~~~Exp OUT:~~Yes~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~~~~~FAILED: Test Case 2: ~~IN:~~10~~~~Exp OUT:~~No~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~~~~~FAILED: Test Case 3: ~~IN:~~13~~~~Exp OUT:~~Yes~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~~~~~FAILED: Test Case 4: ~~IN:~~0~~~~Exp OUT:~~Ye~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~taken user input~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 2:~~fibonacci numbers generated~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~used recursion to generate fibonacci~~  Mark/s obtained: 15 out of 30~~~~~~FAILED: Code Case 4:~~checked number with generated number~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 25 ############
22EC10059;10;10;10;10;10;10;30;10;100;Clean Code~~~~========= TEST CASES =========~~~~~~Your output:~~Yes~~~~Your output:~~No~~~~Your output:~~Yes~~~~Your output:~~Yes~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~fibonacci numbers generated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~used recursion to generate fibonacci~~  Mark/s obtained: 30 out of 30~~~~~~PASSED: Code Case 4:~~checked number with generated number~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22HS10030;10;10;10;10;10;10;20;10;90;========= TEST CASES =========~~~~~~Your output:~~enter no. to be checkedyes~~~~Your output:~~enter no. to be checkedno~~~~Your output:~~enter no. to be checkedyes~~~~Your output:~~enter no. to be checkedno~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~fibonacci numbers generated~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~used recursion to generate fibonacci~~  Mark/s obtained: 20 out of 30~~~~~~PASSED: Code Case 4:~~checked number with generated number~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 90 ############
22CH30005;0;0;0;0;10;5;20;10;45;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~fibonacci numbers generated~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~used recursion to generate fibonacci~~  Mark/s obtained: 20 out of 30~~~~~~PASSED: Code Case 4:~~checked number with generated number~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 45 ############
22MI31006;10;10;10;10;10;10;30;10;100;Keep it up~~~~========= TEST CASES =========~~~~~~Your output:~~enter n[0-100]:yes~~~~~~Your output:~~enter n[0-100]:no~~~~Your output:~~enter n[0-100]:yes~~~~~~Your output:~~enter n[0-100]:yes~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~fibonacci numbers generated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~used recursion to generate fibonacci~~  Mark/s obtained: 30 out of 30~~~~~~PASSED: Code Case 4:~~checked number with generated number~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MI31025;10;10;10;10;10;10;30;10;100;Perfect~~~~========= TEST CASES =========~~~~~~Your output:~~Enter number:YES~~~~~~Your output:~~Enter number:NO~~~~~~Your output:~~Enter number:YES~~~~~~Your output:~~Enter number:YES~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~fibonacci numbers generated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~used recursion to generate fibonacci~~  Mark/s obtained: 30 out of 30~~~~~~PASSED: Code Case 4:~~checked number with generated number~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22EC10079;10;10;10;10;10;10;30;10;100;Nice work~~~~========= TEST CASES =========~~~~~~Your output:~~enter the number :YES~~~~Your output:~~enter the number :NO~~~~Your output:~~enter the number :YES~~~~Your output:~~enter the number :YES~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~fibonacci numbers generated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~used recursion to generate fibonacci~~  Mark/s obtained: 30 out of 30~~~~~~PASSED: Code Case 4:~~checked number with generated number~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22EE10028;10;10;10;10;10;10;30;10;100;Great Job~~~~========= TEST CASES =========~~~~~~Your output:~~Yes~~~~Your output:~~No~~~~Your output:~~Yes~~~~Your output:~~Yes~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~fibonacci numbers generated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~used recursion to generate fibonacci~~  Mark/s obtained: 30 out of 30~~~~~~PASSED: Code Case 4:~~checked number with generated number~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CE30016;0;10;0;0;10;10;30;5;65;========= TEST CASES =========~~~~~~Your output:~~Enter the number n to be checked whether it belongs to fibonacci sequence or not.~~NO~~~~~~FAILED: Test Case 1: ~~IN:~~3~~~~Exp OUT:~~Yes~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter the number n to be checked whether it belongs to fibonacci sequence or not.~~NO~~~~~~Your output:~~Enter the number n to be checked whether it belongs to fibonacci sequence or not.~~NO~~~~~~FAILED: Test Case 3: ~~IN:~~13~~~~Exp OUT:~~Yes~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter the number n to be checked whether it belongs to fibonacci sequence or not.~~YES~~NO~~~~~~FAILED: Test Case 4: ~~IN:~~0~~~~Exp OUT:~~Ye~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~fibonacci numbers generated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~used recursion to generate fibonacci~~  Mark/s obtained: 30 out of 30~~~~~~FAILED: Code Case 4:~~checked number with generated number~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 65 ############
22NA30030;0;0;0;0;10;10;0;10;30;========= TEST CASES =========~~~~~~Your output:~~~~~~FAILED: Test Case 1: ~~IN:~~3~~~~Exp OUT:~~Yes~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~~~~~FAILED: Test Case 2: ~~IN:~~10~~~~Exp OUT:~~No~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~~~~~FAILED: Test Case 3: ~~IN:~~13~~~~Exp OUT:~~Yes~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~~~~~FAILED: Test Case 4: ~~IN:~~0~~~~Exp OUT:~~Ye~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~fibonacci numbers generated~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~used recursion to generate fibonacci~~  Mark/s obtained: 0 out of 30~~~~~~PASSED: Code Case 4:~~checked number with generated number~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 30 ############
22ME10064;10;10;10;10;10;10;30;10;100;Good work~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the integer you want to check for: Yes~~~~~~Your output:~~Enter the integer you want to check for: No~~~~~~Your output:~~Enter the integer you want to check for: Yes~~~~~~Your output:~~Enter the integer you want to check for: Yes~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~fibonacci numbers generated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~used recursion to generate fibonacci~~  Mark/s obtained: 30 out of 30~~~~~~PASSED: Code Case 4:~~checked number with generated number~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22IM10001;10;10;10;10;10;10;30;10;100;Good work~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the number :- ~~ Yes ~~~~~~Your output:~~Enter the number :- ~~ NO ~~~~~~Your output:~~Enter the number :- ~~ Yes ~~~~~~Your output:~~Enter the number :- ~~ Yes ~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~fibonacci numbers generated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~used recursion to generate fibonacci~~  Mark/s obtained: 30 out of 30~~~~~~PASSED: Code Case 4:~~checked number with generated number~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CH30025;10;10;10;10;10;10;30;10;100;Good work~~~~========= TEST CASES =========~~~~~~Your output:~~enter the value of n~~YES~~~~Your output:~~[Code goes into an Infinite Loop]~~~~Your output:~~enter the value of n~~YES~~~~Your output:~~enter the value of n~~YES~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~fibonacci numbers generated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~used recursion to generate fibonacci~~  Mark/s obtained: 30 out of 30~~~~~~PASSED: Code Case 4:~~checked number with generated number~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22AG10001;10;10;10;10;10;10;30;10;100;Good~~~~========= TEST CASES =========~~~~~~Your output:~~Enter n.~~Yes~~~~Your output:~~Enter n.~~No~~~~Your output:~~Enter n.~~Yes~~~~Your output:~~Enter n.~~Yes~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~fibonacci numbers generated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~used recursion to generate fibonacci~~  Mark/s obtained: 30 out of 30~~~~~~PASSED: Code Case 4:~~checked number with generated number~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MI10051;0;0;0;0;10;10;30;0;50;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~fibonacci numbers generated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~used recursion to generate fibonacci~~  Mark/s obtained: 30 out of 30~~~~~~FAILED: Code Case 4:~~checked number with generated number~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 50 ############
22GG10024;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22ME10007;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MT10061;10;10;10;10;10;10;30;10;100;Keep it up~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the no. to check YES~~~~Your output:~~[Code goes into an Infinite Loop]~~~~Your output:~~Enter the no. to check YES~~~~Your output:~~Enter the no. to check YES~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~fibonacci numbers generated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~used recursion to generate fibonacci~~  Mark/s obtained: 30 out of 30~~~~~~PASSED: Code Case 4:~~checked number with generated number~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22NA10022;10;10;10;10;10;10;30;10;100;Great Job~~~~========= TEST CASES =========~~~~~~Your output:~~YES~~~~~~Your output:~~NO~~~~~~Your output:~~YES~~~~~~Your output:~~YES~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~fibonacci numbers generated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~used recursion to generate fibonacci~~  Mark/s obtained: 30 out of 30~~~~~~PASSED: Code Case 4:~~checked number with generated number~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
