"Student_Name";"Test_Case_1 (40)";"Code_1 (10)";"Code_2 (10)";"Code_3 (10)";"Code_4 (10)";"Code_5 (20)";"Total_Marks (100)";"Comments"
22EE10028;30;10;10;10;10;15;85;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~MANUALLY CHECKED ~~  Mark/s obtained: 30 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~inserted data~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 15 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 85 ############
22CE30016;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22NA30030;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22ME10064;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22IM10001;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CH30025;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22AG10001;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MI10051;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22GG10024;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22ME10007;0;10;0;0;0;0;10;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~inserted data~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 10 ############
22MT10061;30;10;10;10;10;20;90;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~MANUALLY CHECKED ~~  Mark/s obtained: 30 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~inserted data~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 90 ############
22NA10022;40;10;10;10;10;20;100;Clean Code~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~inserted data~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22ME30042;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22NA30011;30;10;10;10;10;20;90;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~MANUALLY CHECKED ~~  Mark/s obtained: 30 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~inserted data~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 90 ############
22MF10045;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EC30047;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EC30007;30;10;10;10;10;20;90;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~MANUALLY CHECKED ~~  Mark/s obtained: 30 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~inserted data~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 90 ############
22MF10007;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22NA10003;0;0;0;0;0;0;0;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~MANUALLY CHECKED ~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~created structure~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~inserted data~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MT10023;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22ME10045;35;10;10;10;10;20;95;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~MANUALLY CHECKED ~~  Mark/s obtained: 35 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~inserted data~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 95 ############
22AE10034;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CE10085;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22GG10004;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CS30028;30;10;10;10;10;20;90;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~MANUALLY CHECKED ~~  Mark/s obtained: 30 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~inserted data~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 90 ############
22CE10045;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22IE10027;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22PH10032;0;10;10;10;10;20;60;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~inserted data~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 60 ############
22PH10013;40;10;10;10;10;20;100;Perfect~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~inserted data~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22AE30007;0;10;10;10;10;20;60;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~inserted data~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 60 ############
22IM10020;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EX10014;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MF3IM17;0;10;10;10;10;20;60;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~inserted data~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 60 ############
22EE10048;40;10;10;10;10;20;100;Keep up the good work~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~inserted data~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22NA10041;0;0;0;0;0;0;0;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~MANUALLY CHECKED ~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~created structure~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~inserted data~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~inifite data insert possible~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~stored in ascending order of account number~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~printed in descending order of balance~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22BT30022;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
