"Student_Name";"Test_Case_1 (10)";"Test_Case_2 (10)";"Test_Case_3 (10)";"Test_Case_4 (10)";"Code_1 (10)";"Code_2 (20)";"Code_3 (20)";"Code_4 (10)";"Total_Marks (100)";"Comments"
24NA10013;9;9;10;10;10;20;20;8;96;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:110~~Desired Output:~~S1 = 6105~~S2 = 449735~~S3 = 2~~~~~~Your output:~~enter the integer:the value of the variable n=110the value of S1=6105the value of S2=449735the value of S3=1~~~~  Mark/s obtained: 9 out of 10~~~~~~FAILED: Test Case 2: ~~INPUT:309~~Desired Output:~~S1 = 47895~~S2 = 9882335~~S3 = 12~~~~~~Your output:~~enter the integer:the value of the variable n=309the value of S1=47895the value of S2=9882335the value of S3=3~~~~  Mark/s obtained: 9 out of 10~~~~~~PASSED: Test Case 3: ~~INPUT:500~~Desired Output:~~S1 = 125250~~S2 = 41791750~~S3 = 5~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 4: ~~INPUT:100~~Desired Output:~~S1 = 5050~~S2 = 338350~~S3 = 1~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Proper input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Computed S1 (sum of first n natural numbers)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Computed S2 (sum of squares of first n natural numbers)~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 4:~~Computed S3 (sum of digits on n)~~  Mark/s obtained: 8 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 96/100 ##########
24NA10014;10;10;10;10;10;20;20;10;100;Clean Code~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 40 out of 40~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
24NA10015;9;9;9;9;10;20;20;8;94;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:110~~Desired Output:~~S1 = 6105~~S2 = 449735~~S3 = 2~~~~~~Your output:~~~~ Enter a int value ~~ S1=6105,S2=449735,S3=3~~~~  Mark/s obtained: 9 out of 10~~~~~~FAILED: Test Case 2: ~~INPUT:309~~Desired Output:~~S1 = 47895~~S2 = 9882335~~S3 = 12~~~~~~Your output:~~~~ Enter a int value ~~ S1=47895,S2=9882335,S3=33~~~~  Mark/s obtained: 9 out of 10~~~~~~FAILED: Test Case 3: ~~INPUT:500~~Desired Output:~~S1 = 125250~~S2 = 41791750~~S3 = 5~~~~~~Your output:~~~~ Enter a int value ~~ S1=125250,S2=41791750,S3=55~~~~  Mark/s obtained: 9 out of 10~~~~~~FAILED: Test Case 4: ~~INPUT:100~~Desired Output:~~S1 = 5050~~S2 = 338350~~S3 = 1~~~~~~Your output:~~~~ Enter a int value ~~ S1=5050,S2=338350,S3=11~~~~  Mark/s obtained: 9 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Proper input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Computed S1 (sum of first n natural numbers)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Computed S2 (sum of squares of first n natural numbers)~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 4:~~Computed S3 (sum of digits on n)~~  Mark/s obtained: 8 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 94/100 ##########
24NA10016;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/100 ##########
24NA10017;10;10;10;10;10;20;20;10;100;Great Job~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 40 out of 40~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
24NA10018;9;9;9;9;10;20;20;8;94;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:110~~Desired Output:~~S1 = 6105~~S2 = 449735~~S3 = 2~~~~~~Your output:~~type an 3 digit integer~~S1=6105~~S2=449735~~S3=120~~~~~~  Mark/s obtained: 9 out of 10~~~~~~FAILED: Test Case 2: ~~INPUT:309~~Desired Output:~~S1 = 47895~~S2 = 9882335~~S3 = 12~~~~~~Your output:~~type an 3 digit integer~~S1=47895~~S2=9882335~~S3=327~~~~~~  Mark/s obtained: 9 out of 10~~~~~~FAILED: Test Case 3: ~~INPUT:500~~Desired Output:~~S1 = 125250~~S2 = 41791750~~S3 = 5~~~~~~Your output:~~type an 3 digit integer~~S1=125250~~S2=41791750~~S3=500~~~~~~  Mark/s obtained: 9 out of 10~~~~~~FAILED: Test Case 4: ~~INPUT:100~~Desired Output:~~S1 = 5050~~S2 = 338350~~S3 = 1~~~~~~Your output:~~type an 3 digit integer~~S1=5050~~S2=338350~~S3=100~~~~~~  Mark/s obtained: 9 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Proper input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Computed S1 (sum of first n natural numbers)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Computed S2 (sum of squares of first n natural numbers)~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 4:~~Computed S3 (sum of digits on n)~~  Mark/s obtained: 8 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 94/100 ##########
24NA10019;10;10;10;10;10;20;20;10;100;Keep up the good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 40 out of 40~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
24NA10020;6;6;6;6;10;20;15;5;74;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:110~~Desired Output:~~S1 = 6105~~S2 = 449735~~S3 = 2~~~~~~Your output:~~enter the numberthe sum of first n numbers is 6105 ~~the sum of squares is 1349205 ~~enter the digits of n ~~the sum of digits is 6~~~~  Mark/s obtained: 6 out of 10~~~~~~FAILED: Test Case 2: ~~INPUT:309~~Desired Output:~~S1 = 47895~~S2 = 9882335~~S3 = 12~~~~~~Your output:~~enter the numberthe sum of first n numbers is 47895 ~~the sum of squares is 29647005 ~~enter the digits of n ~~the sum of digits is 6~~~~  Mark/s obtained: 6 out of 10~~~~~~FAILED: Test Case 3: ~~INPUT:500~~Desired Output:~~S1 = 125250~~S2 = 41791750~~S3 = 5~~~~~~Your output:~~enter the numberthe sum of first n numbers is 125250 ~~the sum of squares is 125375250 ~~enter the digits of n ~~the sum of digits is 6~~~~  Mark/s obtained: 6 out of 10~~~~~~FAILED: Test Case 4: ~~INPUT:100~~Desired Output:~~S1 = 5050~~S2 = 338350~~S3 = 1~~~~~~Your output:~~enter the numberthe sum of first n numbers is 5050 ~~the sum of squares is 1015050 ~~enter the digits of n ~~the sum of digits is 6~~~~  Mark/s obtained: 6 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Proper input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Computed S1 (sum of first n natural numbers)~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Computed S2 (sum of squares of first n natural numbers)~~  Mark/s obtained: 15 out of 20~~~~~~FAILED: Code Case 4:~~Computed S3 (sum of digits on n)~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 74/100 ##########
24NA10021;10;10;10;10;10;20;20;10;100;Good work~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 40 out of 40~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
24NA10022;10;10;10;10;10;20;20;10;100;Perfect~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 40 out of 40~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
24NA10023;10;10;10;10;10;20;20;10;100;Good~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 40 out of 40~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
24NA10024;5;5;5;5;10;20;20;5;75;You modified n in line 15, otherwise your program was mostly correct~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:110~~Desired Output:~~S1 = 6105~~S2 = 449735~~S3 = 2~~~~~~Your output:~~12880~~1378160~~16~~~~~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Test Case 2: ~~INPUT:309~~Desired Output:~~S1 = 47895~~S2 = 9882335~~S3 = 12~~~~~~Your output:~~12880~~1378160~~16~~~~~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Test Case 3: ~~INPUT:500~~Desired Output:~~S1 = 125250~~S2 = 41791750~~S3 = 5~~~~~~Your output:~~12880~~1378160~~16~~~~~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Test Case 4: ~~INPUT:100~~Desired Output:~~S1 = 5050~~S2 = 338350~~S3 = 1~~~~~~Your output:~~12880~~1378160~~16~~~~~~  Mark/s obtained: 5 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Proper input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Computed S1 (sum of first n natural numbers)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Computed S2 (sum of squares of first n natural numbers)~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 4:~~Computed S3 (sum of digits on n)~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 75/100 ##########
#24NA10025;10;10;10;10;10;20;20;10;100;Good~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 40 out of 40~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
#24NA10026;10;10;10;10;10;20;20;10;100;Perfect~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 40 out of 40~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
#24NA10028;8;8;8;8;10;20;20;5;87;You should only take the input as specified by the program, you cannot take more inputs.~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:110~~Desired Output:~~S1 = 6105~~S2 = 449735~~S3 = 2~~~~~~Your output:~~Enter a number = The sum of n numbers is 6105~~Enter a number = S2 is 449735~~Enter a number = S3 is 11215792~~~~~~  Mark/s obtained: 8 out of 10~~~~~~FAILED: Test Case 2: ~~INPUT:309~~Desired Output:~~S1 = 47895~~S2 = 9882335~~S3 = 12~~~~~~Your output:~~Enter a number = The sum of n numbers is 47895~~Enter a number = S2 is 9882335~~Enter a number = S3 is 6890416~~~~~~  Mark/s obtained: 8 out of 10~~~~~~FAILED: Test Case 3: ~~INPUT:500~~Desired Output:~~S1 = 125250~~S2 = 41791750~~S3 = 5~~~~~~Your output:~~Enter a number = The sum of n numbers is 125250~~Enter a number = S2 is 41791750~~Enter a number = S3 is 12460976~~~~~~  Mark/s obtained: 8 out of 10~~~~~~FAILED: Test Case 4: ~~INPUT:100~~Desired Output:~~S1 = 5050~~S2 = 338350~~S3 = 1~~~~~~Your output:~~Enter a number = The sum of n numbers is 5050~~Enter a number = S2 is 338350~~Enter a number = S3 is 6890416~~~~~~  Mark/s obtained: 8 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Proper input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Computed S1 (sum of first n natural numbers)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Computed S2 (sum of squares of first n natural numbers)~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 4:~~Computed S3 (sum of digits on n)~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 87/100 ##########
#24NA10029;8;8;8;8;10;20;20;5;87;You should only take the input as specified by the program, you cannot take more inputs.~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:110~~Desired Output:~~S1 = 6105~~S2 = 449735~~S3 = 2~~~~~~Your output:~~Enter a number=The sum of n number is 6105~~Enter a number = s2 is 449735~~Enter a number =S3 is 0~~~~~~  Mark/s obtained: 8 out of 10~~~~~~FAILED: Test Case 2: ~~INPUT:309~~Desired Output:~~S1 = 47895~~S2 = 9882335~~S3 = 12~~~~~~Your output:~~Enter a number=The sum of n number is 47895~~Enter a number = s2 is 9882335~~Enter a number =S3 is 0~~~~~~  Mark/s obtained: 8 out of 10~~~~~~FAILED: Test Case 3: ~~INPUT:500~~Desired Output:~~S1 = 125250~~S2 = 41791750~~S3 = 5~~~~~~Your output:~~Enter a number=The sum of n number is 125250~~Enter a number = s2 is 41791750~~Enter a number =S3 is 0~~~~~~  Mark/s obtained: 8 out of 10~~~~~~FAILED: Test Case 4: ~~INPUT:100~~Desired Output:~~S1 = 5050~~S2 = 338350~~S3 = 1~~~~~~Your output:~~Enter a number=The sum of n number is 5050~~Enter a number = s2 is 338350~~Enter a number =S3 is 0~~~~~~  Mark/s obtained: 8 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Proper input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Computed S1 (sum of first n natural numbers)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Computed S2 (sum of squares of first n natural numbers)~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 4:~~Computed S3 (sum of digits on n)~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 87/100 ##########
24NA10030;8;8;8;8;0;20;20;0;72;You should only take the input as specified by the program, you cannot take more inputs.~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:110~~Desired Output:~~S1 = 6105~~S2 = 449735~~S3 = 2~~~~~~Your output:~~the sum of numbers is 6105the sum of square of numbers is 449735the sum of digit of number is 0~~~~  Mark/s obtained: 8 out of 10~~~~~~FAILED: Test Case 2: ~~INPUT:309~~Desired Output:~~S1 = 47895~~S2 = 9882335~~S3 = 12~~~~~~Your output:~~the sum of numbers is 47895the sum of square of numbers is 9882335the sum of digit of number is 0~~~~  Mark/s obtained: 8 out of 10~~~~~~FAILED: Test Case 3: ~~INPUT:500~~Desired Output:~~S1 = 125250~~S2 = 41791750~~S3 = 5~~~~~~Your output:~~the sum of numbers is 125250the sum of square of numbers is 41791750the sum of digit of number is 0~~~~  Mark/s obtained: 8 out of 10~~~~~~FAILED: Test Case 4: ~~INPUT:100~~Desired Output:~~S1 = 5050~~S2 = 338350~~S3 = 1~~~~~~Your output:~~the sum of numbers is 5050the sum of square of numbers is 338350the sum of digit of number is 0~~~~  Mark/s obtained: 8 out of 10~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Proper input taken~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 2:~~Computed S1 (sum of first n natural numbers)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Computed S2 (sum of squares of first n natural numbers)~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 4:~~Computed S3 (sum of digits on n)~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 72/100 ##########
24NA10031;10;8;8;8;10;20;20;8;92;========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~INPUT:110~~Desired Output:~~S1 = 6105~~S2 = 449735~~S3 = 2~~~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Test Case 2: ~~INPUT:309~~Desired Output:~~S1 = 47895~~S2 = 9882335~~S3 = 12~~~~~~Your output:~~Enter n: 4199705~~S1= 47895~~S2= 9882335.000000~~S3= 15~~~~  Mark/s obtained: 8 out of 10~~~~~~FAILED: Test Case 3: ~~INPUT:500~~Desired Output:~~S1 = 125250~~S2 = 41791750~~S3 = 5~~~~~~Your output:~~Enter n: 4199705~~S1= 125250~~S2= 41791750.000000~~S3= 10~~~~  Mark/s obtained: 8 out of 10~~~~~~FAILED: Test Case 4: ~~INPUT:100~~Desired Output:~~S1 = 5050~~S2 = 338350~~S3 = 1~~~~~~Your output:~~Enter n: 4199705~~S1= 5050~~S2= 338350.000000~~S3= 2~~~~  Mark/s obtained: 8 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Proper input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Computed S1 (sum of first n natural numbers)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Computed S2 (sum of squares of first n natural numbers)~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 4:~~Computed S3 (sum of digits on n)~~  Mark/s obtained: 8 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 92/100 ##########
24NA10032;0;0;0;0;5;20;20;0;45;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Proper input taken~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 2:~~Computed S1 (sum of first n natural numbers)~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Computed S2 (sum of squares of first n natural numbers)~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 4:~~Computed S3 (sum of digits on n)~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 45/100 ##########
