"Student_Name";"Test_Case_1 (10)";"Test_Case_2 (10)";"Test_Case_3 (10)";"Test_Case_4 (10)";"Code_1 (10)";"Code_2 (10)";"Code_3 (10)";"Code_4 (10)";"Code_5 (10)";"Code_6 (10)";"Total_Marks (100)";"Comments"
22MI10032;0;0;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EE10008;2;2;2;2;2;5;4;2;2;2;25;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~1~~~~Exp OUT:~~Invalid Input~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Test Case 2: ~~IN:~~300~~~~Exp OUT:~~6 28~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Test Case 3: ~~IN:~~-100~~~~Exp OUT:~~Invalid input~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Test Case 4: ~~IN:~~500~~~~Exp OUT:~~6 28 49~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Input Taken~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 2:~~Loop for factor~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~Sum of factors stored~~  Mark/s obtained: 4 out of 10~~~~~~FAILED: Code Case 4:~~Checked for equality~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 5:~~Loop till the input number~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 6:~~Checked for invalid input~~  Mark/s obtained: 2 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 25 ############
22CS30008;0;0;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22IE10007;2;2;2;2;2;5;4;2;2;2;25;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~1~~~~Exp OUT:~~Invalid Input~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Test Case 2: ~~IN:~~300~~~~Exp OUT:~~6 28~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Test Case 3: ~~IN:~~-100~~~~Exp OUT:~~Invalid input~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Test Case 4: ~~IN:~~500~~~~Exp OUT:~~6 28 49~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Input Taken~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 2:~~Loop for factor~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~Sum of factors stored~~  Mark/s obtained: 4 out of 10~~~~~~FAILED: Code Case 4:~~Checked for equality~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 5:~~Loop till the input number~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 6:~~Checked for invalid input~~  Mark/s obtained: 2 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 25 ############
22MA10021;0;0;0;0;0;5;4;2;0;0;11;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~1~~~~Exp OUT:~~Invalid Input~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 2: ~~IN:~~300~~~~Exp OUT:~~6 28~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~IN:~~-100~~~~Exp OUT:~~Invalid input~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~IN:~~500~~~~Exp OUT:~~6 28 49~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Input Taken~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~Loop for factor~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~Sum of factors stored~~  Mark/s obtained: 4 out of 10~~~~~~FAILED: Code Case 4:~~Checked for equality~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 5:~~Loop till the input number~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~Checked for invalid input~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 11 ############
22EE30007;0;0;0;0;2;5;4;2;2;0;15;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~1~~~~Exp OUT:~~Invalid Input~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 2: ~~IN:~~300~~~~Exp OUT:~~6 28~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~IN:~~-100~~~~Exp OUT:~~Invalid input~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~IN:~~500~~~~Exp OUT:~~6 28 49~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Input Taken~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 2:~~Loop for factor~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~Sum of factors stored~~  Mark/s obtained: 4 out of 10~~~~~~FAILED: Code Case 4:~~Checked for equality~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 5:~~Loop till the input number~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 6:~~Checked for invalid input~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 15 ############
22AG10041;0;0;0;0;2;5;4;0;2;0;13;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~1~~~~Exp OUT:~~Invalid Input~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 2: ~~IN:~~300~~~~Exp OUT:~~6 28~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~IN:~~-100~~~~Exp OUT:~~Invalid input~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~IN:~~500~~~~Exp OUT:~~6 28 49~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Input Taken~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 2:~~Loop for factor~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~Sum of factors stored~~  Mark/s obtained: 4 out of 10~~~~~~FAILED: Code Case 4:~~Checked for equality~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Loop till the input number~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 6:~~Checked for invalid input~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 13 ############
22ME30004;0;0;2;0;2;5;0;0;0;2;11;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~1~~~~Exp OUT:~~Invalid Input~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 2: ~~IN:~~300~~~~Exp OUT:~~6 28~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~IN:~~-100~~~~Exp OUT:~~Invalid input~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Test Case 4: ~~IN:~~500~~~~Exp OUT:~~6 28 49~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Input Taken~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 2:~~Loop for factor~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~Sum of factors stored~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Checked for equality~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Loop till the input number~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~Checked for invalid input~~  Mark/s obtained: 2 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 11 ############
22MA10059;2;2;2;2;5;4;2;2;2;2;25;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~1~~~~Exp OUT:~~Invalid Input~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Test Case 2: ~~IN:~~300~~~~Exp OUT:~~6 28~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Test Case 3: ~~IN:~~-100~~~~Exp OUT:~~Invalid input~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Test Case 4: ~~IN:~~500~~~~Exp OUT:~~6 28 49~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Input Taken~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 2:~~Loop for factor~~  Mark/s obtained: 4 out of 10~~~~~~FAILED: Code Case 3:~~Sum of factors stored~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 4:~~Checked for equality~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 5:~~Loop till the input number~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 6:~~Checked for invalid input~~  Mark/s obtained: 2 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 25 ############
22CE10065;0;0;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EX10034;0;0;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EC10059;0;0;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22HS10030;0;0;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CH30005;0;0;0;0;2;0;0;2;0;2;6;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Input Taken~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 2:~~Loop for factor~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~Sum of factors stored~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Checked for equality~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 5:~~Loop till the input number~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~Checked for invalid input~~  Mark/s obtained: 2 out of 10~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 6 ############
22MI31006;0;0;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MI31025;2;2;2;2;2;5;4;2;2;2;25;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~1~~~~Exp OUT:~~Invalid Input~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Test Case 2: ~~IN:~~300~~~~Exp OUT:~~6 28~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Test Case 3: ~~IN:~~-100~~~~Exp OUT:~~Invalid input~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Test Case 4: ~~IN:~~500~~~~Exp OUT:~~6 28 49~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Input Taken~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 2:~~Loop for factor~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~Sum of factors stored~~  Mark/s obtained: 4 out of 10~~~~~~FAILED: Code Case 4:~~Checked for equality~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 5:~~Loop till the input number~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 6:~~Checked for invalid input~~  Mark/s obtained: 2 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 25 ############
22EC10079;0;0;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EE10028;2;2;2;2;2;5;4;2;2;2;25;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~1~~~~Exp OUT:~~Invalid Input~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Test Case 2: ~~IN:~~300~~~~Exp OUT:~~6 28~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Test Case 3: ~~IN:~~-100~~~~Exp OUT:~~Invalid input~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Test Case 4: ~~IN:~~500~~~~Exp OUT:~~6 28 49~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Input Taken~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 2:~~Loop for factor~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~Sum of factors stored~~  Mark/s obtained: 4 out of 10~~~~~~FAILED: Code Case 4:~~Checked for equality~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 5:~~Loop till the input number~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 6:~~Checked for invalid input~~  Mark/s obtained: 2 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 25 ############
22CE30016;2;0;0;0;2;0;0;0;0;0;4;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~1~~~~Exp OUT:~~Invalid Input~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Test Case 2: ~~IN:~~300~~~~Exp OUT:~~6 28~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~IN:~~-100~~~~Exp OUT:~~Invalid input~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~IN:~~500~~~~Exp OUT:~~6 28 49~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Input Taken~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 2:~~Loop for factor~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~Sum of factors stored~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Checked for equality~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Loop till the input number~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~Checked for invalid input~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 4 ############
22NA30030;2;2;2;2;2;0;0;2;0;0;12;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~1~~~~Exp OUT:~~Invalid Input~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Test Case 2: ~~IN:~~300~~~~Exp OUT:~~6 28~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Test Case 3: ~~IN:~~-100~~~~Exp OUT:~~Invalid input~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Test Case 4: ~~IN:~~500~~~~Exp OUT:~~6 28 49~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Input Taken~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 2:~~Loop for factor~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~Sum of factors stored~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Checked for equality~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 5:~~Loop till the input number~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~Checked for invalid input~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 12 ############
22ME10064;2;2;2;2;2;5;4;2;2;2;25;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~1~~~~Exp OUT:~~Invalid Input~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Test Case 2: ~~IN:~~300~~~~Exp OUT:~~6 28~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Test Case 3: ~~IN:~~-100~~~~Exp OUT:~~Invalid input~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Test Case 4: ~~IN:~~500~~~~Exp OUT:~~6 28 49~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Input Taken~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 2:~~Loop for factor~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~Sum of factors stored~~  Mark/s obtained: 4 out of 10~~~~~~FAILED: Code Case 4:~~Checked for equality~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 5:~~Loop till the input number~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 6:~~Checked for invalid input~~  Mark/s obtained: 2 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 25 ############
22IM10001;2;2;2;2;2;5;4;2;2;2;25;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~1~~~~Exp OUT:~~Invalid Input~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Test Case 2: ~~IN:~~300~~~~Exp OUT:~~6 28~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Test Case 3: ~~IN:~~-100~~~~Exp OUT:~~Invalid input~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Test Case 4: ~~IN:~~500~~~~Exp OUT:~~6 28 49~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Input Taken~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 2:~~Loop for factor~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~Sum of factors stored~~  Mark/s obtained: 4 out of 10~~~~~~FAILED: Code Case 4:~~Checked for equality~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 5:~~Loop till the input number~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 6:~~Checked for invalid input~~  Mark/s obtained: 2 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 25 ############
22CH30025;2;2;2;2;2;5;4;2;2;2;25;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~1~~~~Exp OUT:~~Invalid Input~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Test Case 2: ~~IN:~~300~~~~Exp OUT:~~6 28~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Test Case 3: ~~IN:~~-100~~~~Exp OUT:~~Invalid input~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Test Case 4: ~~IN:~~500~~~~Exp OUT:~~6 28 49~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Input Taken~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 2:~~Loop for factor~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~Sum of factors stored~~  Mark/s obtained: 4 out of 10~~~~~~FAILED: Code Case 4:~~Checked for equality~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 5:~~Loop till the input number~~  Mark/s obtained: 2 out of 10~~~~~~FAILED: Code Case 6:~~Checked for invalid input~~  Mark/s obtained: 2 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 25 ############
