"Student_Name";"Test_Case_1 (10)";"Test_Case_2 (10)";"Test_Case_3 (10)";"Test_Case_4 (10)";"Code_1 (10)";"Code_2 (10)";"Code_3 (10)";"Code_4 (10)";"Code_5 (10)";"Code_6 (10)";"Total_Marks (100)";"Comments"
22MI10032;0;0;0;0;10;10;0;0;0;0;20;Incorrect output for all test cases.~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~~~INPUT:~~2~~1 2 3 4~~1 0 0 1~~~~Expected OUTPUT:~~1 2~~3 4~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 2: ~~~~INPUT:~~2~~1 2 3 4~~1 2 3 4~~~~Expected OUTPUT:~~7 10~~15 22~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~~~INPUT:~~3~~1 -1 0 2 -2 9 0 0 1~~9 9 0 0 0 9 -9 -9 0~~~~Expected OUTPUT:~~9 9 -9~~-63 -63 -18~~-9 -9 0~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~~~INPUT:~~2~~1 1 1 1~~1 1 1 1~~~~Expected OUTPUT:~~2 2~~2 2 ~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Matrix structure defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Dynamically memory allocated correctly~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Input taken correctly (getMat defined)~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Matrix print operation is correct~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Mulitply matrix operation is correct~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~Correct logic and hence correct output for all test cases~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 20 ############
22EE10008;0;0;0;0;10;10;10;10;0;0;40;Segmentation fault for all test cases.~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~~~INPUT:~~2~~1 2 3 4~~1 0 0 1~~~~Expected OUTPUT:~~1 2~~3 4~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 2: ~~~~INPUT:~~2~~1 2 3 4~~1 2 3 4~~~~Expected OUTPUT:~~7 10~~15 22~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~~~INPUT:~~3~~1 -1 0 2 -2 9 0 0 1~~9 9 0 0 0 9 -9 -9 0~~~~Expected OUTPUT:~~9 9 -9~~-63 -63 -18~~-9 -9 0~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~~~INPUT:~~2~~1 1 1 1~~1 1 1 1~~~~Expected OUTPUT:~~2 2~~2 2 ~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Matrix structure defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Dynamically memory allocated correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Input taken correctly (getMat defined)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Matrix print operation is correct~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 5:~~Mulitply matrix operation is correct~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~Correct logic and hence correct output for all test cases~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 40 ############
22CS30008;10;10;10;10;10;10;10;10;10;10;100;Clean Code~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Matrix structure defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Dynamically memory allocated correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Input taken correctly (getMat defined)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Matrix print operation is correct~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Mulitply matrix operation is correct~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~Correct logic and hence correct output for all test cases~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22IE10007;0;0;0;0;10;10;0;0;0;0;20;Code didn't compile.~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Matrix structure defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Dynamically memory allocated correctly~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Input taken correctly (getMat defined)~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Matrix print operation is correct~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Mulitply matrix operation is correct~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~Correct logic and hence correct output for all test cases~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 20 ############
22MA10021;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EE30007;0;0;0;0;10;10;0;0;0;0;20;Code didn't compile.~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Matrix structure defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Dynamically memory allocated correctly~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Input taken correctly (getMat defined)~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Matrix print operation is correct~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Mulitply matrix operation is correct~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~Correct logic and hence correct output for all test cases~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 20 ############
22AG10041;0;0;0;0;0;0;0;0;0;0;0;Incorrect output for all test cases.~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~~~INPUT:~~2~~1 2 3 4~~1 0 0 1~~~~Expected OUTPUT:~~1 2~~3 4~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 2: ~~~~INPUT:~~2~~1 2 3 4~~1 2 3 4~~~~Expected OUTPUT:~~7 10~~15 22~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~~~INPUT:~~3~~1 -1 0 2 -2 9 0 0 1~~9 9 0 0 0 9 -9 -9 0~~~~Expected OUTPUT:~~9 9 -9~~-63 -63 -18~~-9 -9 0~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~~~INPUT:~~2~~1 1 1 1~~1 1 1 1~~~~Expected OUTPUT:~~2 2~~2 2 ~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Matrix structure defined~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~Dynamically memory allocated correctly~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~Input taken correctly (getMat defined)~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Matrix print operation is correct~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Mulitply matrix operation is correct~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~Correct logic and hence correct output for all test cases~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22ME30004;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MA10059;10;0;0;0;10;10;10;10;0;0;50;Incorrect output for all test cases.~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 2: ~~~~INPUT:~~2~~1 2 3 4~~1 2 3 4~~~~Expected OUTPUT:~~7 10~~15 22~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~~~INPUT:~~3~~1 -1 0 2 -2 9 0 0 1~~9 9 0 0 0 9 -9 -9 0~~~~Expected OUTPUT:~~9 9 -9~~-63 -63 -18~~-9 -9 0~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~~~INPUT:~~2~~1 1 1 1~~1 1 1 1~~~~Expected OUTPUT:~~2 2~~2 2 ~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Matrix structure defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Dynamically memory allocated correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Input taken correctly (getMat defined)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Matrix print operation is correct~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 5:~~Mulitply matrix operation is correct~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~Correct logic and hence correct output for all test cases~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 50 ############
22CE10065;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EX10034;0;0;0;0;10;10;10;10;0;0;40;Code didn't compile.~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Matrix structure defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Dynamically memory allocated correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Input taken correctly (getMat defined)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Matrix print operation is correct~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 5:~~Mulitply matrix operation is correct~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~Correct logic and hence correct output for all test cases~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 40 ############
22EC10059;0;0;0;0;5;5;10;10;0;0;30;Matrix structure definition not correct. Incorrect output for all test cases.~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~~~INPUT:~~2~~1 2 3 4~~1 0 0 1~~~~Expected OUTPUT:~~1 2~~3 4~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 2: ~~~~INPUT:~~2~~1 2 3 4~~1 2 3 4~~~~Expected OUTPUT:~~7 10~~15 22~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~~~INPUT:~~3~~1 -1 0 2 -2 9 0 0 1~~9 9 0 0 0 9 -9 -9 0~~~~Expected OUTPUT:~~9 9 -9~~-63 -63 -18~~-9 -9 0~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~~~INPUT:~~2~~1 1 1 1~~1 1 1 1~~~~Expected OUTPUT:~~2 2~~2 2 ~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Matrix structure defined~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 2:~~Dynamically memory allocated correctly~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 3:~~Input taken correctly (getMat defined)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Matrix print operation is correct~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 5:~~Mulitply matrix operation is correct~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~Correct logic and hence correct output for all test cases~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 30 ############
22HS10030;0;0;0;0;0;0;0;0;0;0;0;Code didn't compile.~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Matrix structure defined~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~Dynamically memory allocated correctly~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~Input taken correctly (getMat defined)~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Matrix print operation is correct~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Mulitply matrix operation is correct~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~Correct logic and hence correct output for all test cases~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CH30005;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MI31006;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MI31025;0;0;0;0;10;10;10;10;0;0;40;Segmentation fault for all test cases.~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~~~INPUT:~~2~~1 2 3 4~~1 0 0 1~~~~Expected OUTPUT:~~1 2~~3 4~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 2: ~~~~INPUT:~~2~~1 2 3 4~~1 2 3 4~~~~Expected OUTPUT:~~7 10~~15 22~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~~~INPUT:~~3~~1 -1 0 2 -2 9 0 0 1~~9 9 0 0 0 9 -9 -9 0~~~~Expected OUTPUT:~~9 9 -9~~-63 -63 -18~~-9 -9 0~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~~~INPUT:~~2~~1 1 1 1~~1 1 1 1~~~~Expected OUTPUT:~~2 2~~2 2 ~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Matrix structure defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Dynamically memory allocated correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Input taken correctly (getMat defined)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Matrix print operation is correct~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 5:~~Mulitply matrix operation is correct~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~Correct logic and hence correct output for all test cases~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 40 ############
22EC10079;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EE10028;0;0;0;0;0;0;0;0;0;0;0;The code didn't compile.~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Matrix structure defined~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~Dynamically memory allocated correctly~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~Input taken correctly (getMat defined)~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Matrix print operation is correct~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Mulitply matrix operation is correct~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~Correct logic and hence correct output for all test cases~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CE30016;10;10;10;10;0;0;0;0;0;0;40;Dynamic memory allocation was an important part of the assignment. Marks are deducted for not using the mentioned approach of dynamic memory allocation.~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Matrix structure defined~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~Dynamically memory allocated correctly~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~Input taken correctly (getMat defined)~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Matrix print operation is correct~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Mulitply matrix operation is correct~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~Correct logic and hence correct output for all test cases~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 40 ############
22NA30030;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22ME10064;10;10;10;10;10;10;10;10;10;10;100;Clean Code~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Matrix structure defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Dynamically memory allocated correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Input taken correctly (getMat defined)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Matrix print operation is correct~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Mulitply matrix operation is correct~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~Correct logic and hence correct output for all test cases~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
