"Student_Name";"Test_Case_1 (10)";"Test_Case_2 (10)";"Test_Case_3 (10)";"Test_Case_4 (10)";"Code_1 (5)";"Code_2 (10)";"Code_3 (5)";"Code_4 (10)";"Code_5 (15)";"Code_6 (10)";"Code_7 (5)";"Total_Marks (100)";"Comments"
22AG10029;8;8;10;0;5;10;5;10;15;5;5;81;The input was not taken in the same format as given in the test case with spaces and slashes~~This would have caused you to get 0 in the test cases. I had to recheck them in the way you have taken the input.~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:5 ~~19CS91R05 CS 26/01/1995~~21CS91R01 CS 12/06/1994~~22CS91R01 CS 11/01/1996~~19CS91R08 CS 08/08/1994~~20CS91R01 CS 01/01/1996~~1995~~~~Desired Output:~~~~Deleted Record: 21CS91R01 CS 12/06/1994~~Deleted Record: 19CS91R08 CS 08/08/1994~~m = 2, n - m = 3~~Remaining Records:~~19CS91R05 CS 26/01/1995~~22CS91R01 CS 11/01/1996~~20CS91R01 CS 01/01/1996 ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~deleted record :~~21CS91R01 CS 1994/1994/1994 ~~deleted record :~~19CS91R08 CS 1994/1994/1994 ~~m = 2, n-m = 3 remaining record :~~22CS91R01 CS 1996/1996/1996 ~~remaining record :~~20CS91R01 CS 1996/1996/1996 ~~~~~~FAILED: Test Case 2: ~~INPUT:5 ~~19CS91R05 CS 26/01/1995~~21CS91R01 CS 12/06/1994~~22CS91R01 CS 11/01/1996~~19CS91R08 CS 08/08/1994~~20CS91R01 CS 01/01/1996~~1994~~~~Desired Output:~~~~No records deleted~~m = 0, n - m = 5~~Remaining Records:~~19CS91R05 CS 26/01/1995~~21CS91R01 CS 12/06/1994~~22CS91R01 CS 11/01/1996~~19CS91R08 CS 08/08/1994~~20CS91R01 CS 01/01/1996 ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~m = 0, n-m = 5 remaining record :~~19CS91R05 CS 1995/1995/1995 ~~remaining record :~~22CS91R01 CS 1996/1996/1996 ~~remaining record :~~20CS91R01 CS 1996/1996/1996 ~~~~~~FAILED: Test Case 4: ~~INPUT:101~~~~Desired Output:~~~~Invalid value of N ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~deleted record :~~P« « 0/0/0 ~~deleted record :~~  0/0/0 ~~deleted record :~~  0/0/0 ~~deleted record :~~  0/0/0 ~~deleted record :~~  0/0/0 ~~deleted record :~~  0/0/0 ~~deleted record :~~  0/0/0 ~~deleted record :~~  0/0/0 ~~deleted record :~~  0/0/0 ~~deleted record :~~  0/0/0 ~~deleted record :~~  0/0/0 ~~deleted record :~~  0/0/0 ~~deleted record :~~  0/0/0 ~~deleted record :~~  0/0/0 ~~deleted record :~~  0/0/0 ~~deleted record :~~  0/0/0 ~~deleted record :~~  0/0/0 ~~deleted record :~~  ...~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 6:~~Reallocated the deleted memory~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 81/100 ##########
22MI31014;8;8;8;5;5;10;0;10;5;0;5;64;Your code had a small mistake, that led to compilation error, making you lose 40 marks, I fixed it and rechecked  your code manually.~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:5 ~~19CS91R05 CS 26/01/1995~~21CS91R01 CS 12/06/1994~~22CS91R01 CS 11/01/1996~~19CS91R08 CS 08/08/1994~~20CS91R01 CS 01/01/1996~~1995~~~~Desired Output:~~~~Deleted Record: 21CS91R01 CS 12/06/1994~~Deleted Record: 19CS91R08 CS 08/08/1994~~m = 2, n - m = 3~~Remaining Records:~~19CS91R05 CS 26/01/1995~~22CS91R01 CS 11/01/1996~~20CS91R01 CS 01/01/1996 ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~~~Remaining REcords:~~19CS91R05 CS 26/01/199521CS91R01~~~~21CS91R01 CS 12/06/199422CS91R01~~~~22CS91R01 CS 11/01/199619CS91R08~~~~19CS91R08 CS 08/08/199420CS91R01~~~~20CS91R01 CS 01/01/1996~~~~~~~~FAILED: Test Case 2: ~~INPUT:5 ~~19CS91R05 CS 26/01/1995~~21CS91R01 CS 12/06/1994~~22CS91R01 CS 11/01/1996~~19CS91R08 CS 08/08/1994~~20CS91R01 CS 01/01/1996~~1994~~~~Desired Output:~~~~No records deleted~~m = 0, n - m = 5~~Remaining Records:~~19CS91R05 CS 26/01/1995~~21CS91R01 CS 12/06/1994~~22CS91R01 CS 11/01/1996~~19CS91R08 CS 08/08/1994~~20CS91R01 CS 01/01/1996 ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~~~Remaining REcords:~~19CS91R05 CS 26/01/199521CS91R01~~~~21CS91R01 CS 12/06/199422CS91R01~~~~22CS91R01 CS 11/01/199619CS91R08~~~~19CS91R08 CS 08/08/199420CS91R01~~~~20CS91R01 CS 01/01/1996~~~~~~~~FAILED: Test Case 3: ~~INPUT:5 ~~19CS91R05 CS 26/01/1995~~21CS91R01 CS 12/06/1994~~22CS91R01 CS 11/01/1996~~19CS91R08 CS 08/08/1994~~20CS91R01 CS 01/01/1996~~1997~~~~Desired Output:~~~~Deleted Record: 19CS91R05 CS 26/01/1995 ~~Deleted Record: 21CS91R01 CS 12/06/1994 ~~Deleted Record: 22CS91R01 CS 11/01/1996 ~~Deleted Record: 19CS91R08 CS 08/08/1994  ~~Deleted Record: 20CS91R01 CS 01/01/1996  ~~m = 5, n - m = 0~~Remaining Records:~~No records remaining ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~~~Remaining REcords:~~19CS91R05 CS 26/01/199521CS91R01~~~~21CS91R01 CS 12/06/199422CS91R01~~~~22CS91R01 CS 11/01/199619CS91R08~~~~19CS91R08 CS 08/08/199420CS91R01~~~~20CS91R01 CS 01/01/1996~~~~~~~~FAILED: Test Case 4: ~~INPUT:101~~~~Desired Output:~~~~Invalid value of N ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~~~Remaining REcords:~~P¯ ¯ ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~  ~~~~...~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 3:~~Used a different structure to store DOB~~  Mark/s obtained: 0 out of 5~~~~~~FAILED: Code Case 5:~~printed the deleted records for Year greater than DOB~~  Mark/s obtained: 5 out of 15~~~~~~FAILED: Code Case 6:~~Reallocated the deleted memory~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 64/100 ##########
22IE10015;10;10;10;10;5;10;5;10;15;10;5;100;The input was not taken in the same format as given in the test case with spaces and slashes~~This would have caused you to get 0 in the test cases. I had to recheck them in the way you have taken the input.~~Your code had a small mistake, that led to compilation error, making you lose 40 marks, I fixed it and rechecked  your code manually.~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 40 out of 40~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
22PH10040;8;8;10;2;5;10;5;10;15;0;5;78;The input was not taken in the same format as given in the test case with spaces and slashes~~This would have caused you to get 0 in the test cases. I had to recheck them in the way you have taken the input.~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:5 ~~19CS91R05 CS 26/01/1995~~21CS91R01 CS 12/06/1994~~22CS91R01 CS 11/01/1996~~19CS91R08 CS 08/08/1994~~20CS91R01 CS 01/01/1996~~1995~~~~Desired Output:~~~~Deleted Record: 21CS91R01 CS 12/06/1994~~Deleted Record: 19CS91R08 CS 08/08/1994~~m = 2, n - m = 3~~Remaining Records:~~19CS91R05 CS 26/01/1995~~22CS91R01 CS 11/01/1996~~20CS91R01 CS 01/01/1996 ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~Enter the number of records: ~~Enter Roll No. of student 1: ~~Enter branch of student 1: ~~Enter Date of Birth of student 1: ~~Enter Roll No. of student 2: ~~Enter branch of student 2: ~~Enter Date of Birth of student 2: ~~Enter Roll No. of student 3: ~~Enter branch of student 3: ~~Enter Date of Birth of student 3: ~~Enter Roll No. of student 4: ~~Enter branch of student 4: ~~Enter Date of Birth of student 4: ~~Enter Roll No. of student 5: ~~Enter branch of student 5: ~~Enter Date of Birth of st...~~~~FAILED: Test Case 2: ~~INPUT:5 ~~19CS91R05 CS 26/01/1995~~21CS91R01 CS 12/06/1994~~22CS91R01 CS 11/01/1996~~19CS91R08 CS 08/08/1994~~20CS91R01 CS 01/01/1996~~1994~~~~Desired Output:~~~~No records deleted~~m = 0, n - m = 5~~Remaining Records:~~19CS91R05 CS 26/01/1995~~21CS91R01 CS 12/06/1994~~22CS91R01 CS 11/01/1996~~19CS91R08 CS 08/08/1994~~20CS91R01 CS 01/01/1996 ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~Enter the number of records: ~~Enter Roll No. of student 1: ~~Enter branch of student 1: ~~Enter Date of Birth of student 1: ~~Enter Roll No. of student 2: ~~Enter branch of student 2: ~~Enter Date of Birth of student 2: ~~Enter Roll No. of student 3: ~~Enter branch of student 3: ~~Enter Date of Birth of student 3: ~~Enter Roll No. of student 4: ~~Enter branch of student 4: ~~Enter Date of Birth of student 4: ~~Enter Roll No. of student 5: ~~Enter branch of student 5: ~~Enter Date of Birth of st...~~~~FAILED: Test Case 4: ~~INPUT:101~~~~Desired Output:~~~~Invalid value of N ~~  Mark/s obtained: 2 out of 10~~~~~~Your output:~~Enter the number of records: ~~Enter Roll No. of student 1: ~~Enter branch of student 1: ~~Enter Date of Birth of student 1: ~~Enter Roll No. of student 2: ~~Enter branch of student 2: ~~Enter Date of Birth of student 2: ~~Enter Roll No. of student 3: ~~Enter branch of student 3: ~~Enter Date of Birth of student 3: ~~Enter Roll No. of student 4: ~~Enter branch of student 4: ~~Enter Date of Birth of student 4: ~~Enter Roll No. of student 5: ~~Enter branch of student 5: ~~Enter Date of Birth of st...~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 6:~~Reallocated the deleted memory~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 78/100 ##########
22AE10042;0;0;0;0;5;10;0;10;15;0;5;45;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 3:~~Used a different structure to store DOB~~  Mark/s obtained: 0 out of 5~~~~~~FAILED: Code Case 6:~~Reallocated the deleted memory~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 45/100 ##########
22MA10067;10;10;10;10;5;10;5;10;15;0;5;90;The input was not taken in the same format as given in the test case with spaces and slashes~~This would have caused you to get 0 in the test cases. I had to recheck them in the way you have taken the input.~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 40 out of 40~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 6:~~Reallocated the deleted memory~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 90/100 ##########
22ME30050;8;10;8;0;5;10;5;10;15;10;5;86;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:5 ~~19CS91R05 CS 26/01/1995~~21CS91R01 CS 12/06/1994~~22CS91R01 CS 11/01/1996~~19CS91R08 CS 08/08/1994~~20CS91R01 CS 01/01/1996~~1995~~~~Desired Output:~~~~Deleted Record: 21CS91R01 CS 12/06/1994~~Deleted Record: 19CS91R08 CS 08/08/1994~~m = 2, n - m = 3~~Remaining Records:~~19CS91R05 CS 26/01/1995~~22CS91R01 CS 11/01/1996~~20CS91R01 CS 01/01/1996 ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~~~~~FAILED: Test Case 3: ~~INPUT:5 ~~19CS91R05 CS 26/01/1995~~21CS91R01 CS 12/06/1994~~22CS91R01 CS 11/01/1996~~19CS91R08 CS 08/08/1994~~20CS91R01 CS 01/01/1996~~1997~~~~Desired Output:~~~~Deleted Record: 19CS91R05 CS 26/01/1995 ~~Deleted Record: 21CS91R01 CS 12/06/1994 ~~Deleted Record: 22CS91R01 CS 11/01/1996 ~~Deleted Record: 19CS91R08 CS 08/08/1994  ~~Deleted Record: 20CS91R01 CS 01/01/1996  ~~m = 5, n - m = 0~~Remaining Records:~~No records remaining ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~~~~~FAILED: Test Case 4: ~~INPUT:101~~~~Desired Output:~~~~Invalid value of N ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~No records deletedRemaining Records:~~Deleted Record: ðmÆ ðmÆ 12985392/12985424/12985456~~Deleted Record: ðmÆ ðmÆ 12985552/12985584/12985616~~Deleted Record: ðmÆ ðmÆ 13004272/13004304/13004336~~Deleted Record: PÆ PÆ 13004432/13004464/13004496~~Deleted Record: PÆ PÆ 13004592/13004624/13004656~~Deleted Record: PÆ PÆ 13005008/13005184/13006304~~Deleted Record: PÆ  13005200/13004944/13007088~~Deleted Record:   13005216/13005024/13006864~~Deleted Record:   13004912/13005040/13006512~~Deleted R...~~~~========= CODE CASES =========~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 86/100 ##########
22CH10032;10;10;10;0;5;10;5;10;15;5;5;85;========= TEST CASES =========~~~~~~FAILED: Test Case 4: ~~INPUT:101~~~~Desired Output:~~~~Invalid value of N ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Deleted record: Pµ  0/0/0~~Deleted record:   0/0/0~~Deleted record:   0/0/0~~Deleted record:   0/0/0~~Deleted record:   0/0/0~~Deleted record:   0/0/0~~Deleted record:   0/0/0~~Deleted record:   0/0/0~~Deleted record:   0/0/0~~Deleted record:   0/0/0~~Deleted record:   0/0/0~~Deleted record:   0/0/0~~Deleted record:   0/0/0~~Deleted record:   0/0/0~~Deleted record:   0/0/0~~Deleted record:   0/0/0~~Deleted record:   0/0/0~~Deleted record:   0/0/0~~Deleted record:   0/0/0~~Deleted record:   0/0/...~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 6:~~Reallocated the deleted memory~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 85/100 ##########
22MF3IM06;5;2;10;0;5;10;0;10;10;10;5;67;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:5 ~~19CS91R05 CS 26/01/1995~~21CS91R01 CS 12/06/1994~~22CS91R01 CS 11/01/1996~~19CS91R08 CS 08/08/1994~~20CS91R01 CS 01/01/1996~~1995~~~~Desired Output:~~~~Deleted Record: 21CS91R01 CS 12/06/1994~~Deleted Record: 19CS91R08 CS 08/08/1994~~m = 2, n - m = 3~~Remaining Records:~~19CS91R05 CS 26/01/1995~~22CS91R01 CS 11/01/1996~~20CS91R01 CS 01/01/1996 ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~ENTER THE NUMBER OF RECORDS ~~Enter the inputs~~~~19CS91R05  CS  26/01/1995~~~~21CS91R01  CS  12/06/1994~~~~22CS91R01  CS  11/01/1996~~~~19CS91R08  CS  08/08/1994~~~~20CS91R01  CS  01/01/1996~~ENTER THE YEAR~~2~~Deleted record is 19CS91R05   CS    26/01/1995  ~~Deleted record is 21CS91R01   CS    12/06/1994  ~~Deleted record is 22CS91R01   CS    11/01/1996  ~~Deleted record is 19CS91R08   CS    08/08/1994  ~~Deleted record is 20CS91R01   CS    01/01/1996  ~~AFTER DELETION ~~~~~~FAILED: Test Case 2: ~~INPUT:5 ~~19CS91R05 CS 26/01/1995~~21CS91R01 CS 12/06/1994~~22CS91R01 CS 11/01/1996~~19CS91R08 CS 08/08/1994~~20CS91R01 CS 01/01/1996~~1994~~~~Desired Output:~~~~No records deleted~~m = 0, n - m = 5~~Remaining Records:~~19CS91R05 CS 26/01/1995~~21CS91R01 CS 12/06/1994~~22CS91R01 CS 11/01/1996~~19CS91R08 CS 08/08/1994~~20CS91R01 CS 01/01/1996 ~~  Mark/s obtained: 2 out of 10~~~~~~Your output:~~ENTER THE NUMBER OF RECORDS ~~Enter the inputs~~~~19CS91R05  CS  26/01/1995~~~~21CS91R01  CS  12/06/1994~~~~22CS91R01  CS  11/01/1996~~~~19CS91R08  CS  08/08/1994~~~~20CS91R01  CS  01/01/1996~~ENTER THE YEAR~~2~~Deleted record is 19CS91R05   CS    26/01/1995  ~~Deleted record is 21CS91R01   CS    12/06/1994  ~~Deleted record is 22CS91R01   CS    11/01/1996  ~~Deleted record is 19CS91R08   CS    08/08/1994  ~~Deleted record is 20CS91R01   CS    01/01/1996  ~~AFTER DELETION ~~~~~~FAILED: Test Case 4: ~~INPUT:101~~~~Desired Output:~~~~Invalid value of N ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~ENTER THE NUMBER OF RECORDS ~~Enter the inputs~~~~P¥    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~~    ~~~...~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 3:~~Used a different structure to store DOB~~  Mark/s obtained: 0 out of 5~~~~~~FAILED: Code Case 5:~~printed the deleted records for Year greater than DOB~~  Mark/s obtained: 10 out of 15~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 67/100 ##########
22GG10052;10;10;8;10;5;10;5;10;10;5;5;88;You submitted the wrong file, which would have gotten you 0, I rechecked  your code using the text box manually.~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 3: ~~INPUT:5 ~~19CS91R05 CS 26/01/1995~~21CS91R01 CS 12/06/1994~~22CS91R01 CS 11/01/1996~~19CS91R08 CS 08/08/1994~~20CS91R01 CS 01/01/1996~~1997~~~~Desired Output:~~~~Deleted Record: 19CS91R05 CS 26/01/1995 ~~Deleted Record: 21CS91R01 CS 12/06/1994 ~~Deleted Record: 22CS91R01 CS 11/01/1996 ~~Deleted Record: 19CS91R08 CS 08/08/1994  ~~Deleted Record: 20CS91R01 CS 01/01/1996  ~~m = 5, n - m = 0~~Remaining Records:~~No records remaining ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~Enter the number of records to be stored~~Enter the roll no for record 1~~Enter the branch ~~Enter the date of birth~~Enter the roll no for record 2~~Enter the branch ~~Enter the date of birth~~Enter the roll no for record 3~~Enter the branch ~~Enter the date of birth~~Enter the roll no for record 4~~Enter the branch ~~Enter the date of birth~~Enter the roll no for record 5~~Enter the branch ~~Enter the date of birth~~Enter the value of year~~Deleted record : 19CS91R05 CS26/01/1995~~Deleted reco...~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 5:~~printed the deleted records for Year greater than DOB~~  Mark/s obtained: 10 out of 15~~~~~~FAILED: Code Case 6:~~Reallocated the deleted memory~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 88/100 ##########
22IM10009;5;5;5;10;5;10;0;10;5;5;2;62;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:5 ~~19CS91R05 CS 26/01/1995~~21CS91R01 CS 12/06/1994~~22CS91R01 CS 11/01/1996~~19CS91R08 CS 08/08/1994~~20CS91R01 CS 01/01/1996~~1995~~~~Desired Output:~~~~Deleted Record: 21CS91R01 CS 12/06/1994~~Deleted Record: 19CS91R08 CS 08/08/1994~~m = 2, n - m = 3~~Remaining Records:~~19CS91R05 CS 26/01/1995~~22CS91R01 CS 11/01/1996~~20CS91R01 CS 01/01/1996 ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~enter the number of records to be stored~~enter the year~~~~~~FAILED: Test Case 2: ~~INPUT:5 ~~19CS91R05 CS 26/01/1995~~21CS91R01 CS 12/06/1994~~22CS91R01 CS 11/01/1996~~19CS91R08 CS 08/08/1994~~20CS91R01 CS 01/01/1996~~1994~~~~Desired Output:~~~~No records deleted~~m = 0, n - m = 5~~Remaining Records:~~19CS91R05 CS 26/01/1995~~21CS91R01 CS 12/06/1994~~22CS91R01 CS 11/01/1996~~19CS91R08 CS 08/08/1994~~20CS91R01 CS 01/01/1996 ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~enter the number of records to be stored~~enter the year~~~~~~FAILED: Test Case 3: ~~INPUT:5 ~~19CS91R05 CS 26/01/1995~~21CS91R01 CS 12/06/1994~~22CS91R01 CS 11/01/1996~~19CS91R08 CS 08/08/1994~~20CS91R01 CS 01/01/1996~~1997~~~~Desired Output:~~~~Deleted Record: 19CS91R05 CS 26/01/1995 ~~Deleted Record: 21CS91R01 CS 12/06/1994 ~~Deleted Record: 22CS91R01 CS 11/01/1996 ~~Deleted Record: 19CS91R08 CS 08/08/1994  ~~Deleted Record: 20CS91R01 CS 01/01/1996  ~~m = 5, n - m = 0~~Remaining Records:~~No records remaining ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~enter the number of records to be stored~~enter the year~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 3:~~Used a different structure to store DOB~~  Mark/s obtained: 0 out of 5~~~~~~FAILED: Code Case 5:~~printed the deleted records for Year greater than DOB~~  Mark/s obtained: 5 out of 15~~~~~~FAILED: Code Case 6:~~Reallocated the deleted memory~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 7:~~Printed the remaining records~~  Mark/s obtained: 2 out of 5~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 62/100 ##########
22ME10034;5;5;5;5;5;10;5;10;15;0;5;70;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:5 ~~19CS91R05 CS 26/01/1995~~21CS91R01 CS 12/06/1994~~22CS91R01 CS 11/01/1996~~19CS91R08 CS 08/08/1994~~20CS91R01 CS 01/01/1996~~1995~~~~Desired Output:~~~~Deleted Record: 21CS91R01 CS 12/06/1994~~Deleted Record: 19CS91R08 CS 08/08/1994~~m = 2, n - m = 3~~Remaining Records:~~19CS91R05 CS 26/01/1995~~22CS91R01 CS 11/01/1996~~20CS91R01 CS 01/01/1996 ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~~~~~FAILED: Test Case 2: ~~INPUT:5 ~~19CS91R05 CS 26/01/1995~~21CS91R01 CS 12/06/1994~~22CS91R01 CS 11/01/1996~~19CS91R08 CS 08/08/1994~~20CS91R01 CS 01/01/1996~~1994~~~~Desired Output:~~~~No records deleted~~m = 0, n - m = 5~~Remaining Records:~~19CS91R05 CS 26/01/1995~~21CS91R01 CS 12/06/1994~~22CS91R01 CS 11/01/1996~~19CS91R08 CS 08/08/1994~~20CS91R01 CS 01/01/1996 ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~~~~~FAILED: Test Case 3: ~~INPUT:5 ~~19CS91R05 CS 26/01/1995~~21CS91R01 CS 12/06/1994~~22CS91R01 CS 11/01/1996~~19CS91R08 CS 08/08/1994~~20CS91R01 CS 01/01/1996~~1997~~~~Desired Output:~~~~Deleted Record: 19CS91R05 CS 26/01/1995 ~~Deleted Record: 21CS91R01 CS 12/06/1994 ~~Deleted Record: 22CS91R01 CS 11/01/1996 ~~Deleted Record: 19CS91R08 CS 08/08/1994  ~~Deleted Record: 20CS91R01 CS 01/01/1996  ~~m = 5, n - m = 0~~Remaining Records:~~No records remaining ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~~~~~FAILED: Test Case 4: ~~INPUT:101~~~~Desired Output:~~~~Invalid value of N ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~~~0~~ m = 101, n - m = ~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 6:~~Reallocated the deleted memory~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 70/100 ##########
