"Student_Name";"Test_Case_1 (20)";"Test_Case_2 (20)";"Code_1 (20)";"Code_2 (10)";"Code_3 (20)";"Code_4 (10)";"Total_Marks (100)";"Comments"
22EC10059;20;20;20;10;10;10;90;========= TEST CASES =========~~~~~~Your output:~~Rect: (0.000000 0.000000) (2.000000 2.000000)~~ Area: 4.000000~~~~Your output:~~Rect: (0.000000 0.000000) (3.000000 3.000000)~~ Area: 9.000000~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 10 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 90 ############
22HS10030;0;0;10;5;5;10;30;========= TEST CASES =========~~~~~~Your output:~~Give x coord of top right coordinate~~Give y coord of top right coordinate~~Give x coord of bottom left coordinate~~Give x coord of bottom left coordinate~~AREA=0~~~~FAILED: Test Case 1: ~~IN:~~Rect: (0 0) (2 2)~~~~Exp OUT:~~Area: 4~~~~ ~~  Mark/s obtained: 0 out of 20~~~~~~Your output:~~Give x coord of top right coordinate~~Give y coord of top right coordinate~~Give x coord of bottom left coordinate~~Give x coord of bottom left coordinate~~AREA=0~~~~FAILED: Test Case 2: ~~IN:~~Rect: (0 0) (3 3)~~~~Exp OUT:~~Area: 9~~~~ ~~  Mark/s obtained: 0 out of 20~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Defined structure~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 2:~~Taken input~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 5 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 30 ############
22CH30005;20;20;20;10;20;10;100;Nice work~~~~========= TEST CASES =========~~~~~~Your output:~~Rect:Area:4~~~~Your output:~~Rect:Area:9~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MI31006;20;20;20;10;20;10;100;Keep up the good work~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the  coordinates of bottom left corner :Enter the  coordinates of top right corner :Area : 4~~~~Your output:~~Enter the  coordinates of bottom left corner :Enter the  coordinates of top right corner :Area : 9~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MI31025;20;20;20;10;20;10;100;Keep it up~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the coordinates of lower left corner of the rectangle :Enter the coordinates of upper right corner of the rectangle ;Area : 4~~~~Your output:~~Enter the coordinates of lower left corner of the rectangle :Enter the coordinates of upper right corner of the rectangle ;Area : 9~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22EC10079;20;20;20;10;20;10;100;Good~~~~========= TEST CASES =========~~~~~~Your output:~~enter the co ordinates of top left corner :enter the co ordinates of bottom right corners:4~~~~Your output:~~enter the co ordinates of top left corner :enter the co ordinates of bottom right corners:9~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22EE10028;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CE30016;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22NA30030;20;20;20;10;20;10;100;Good~~~~========= TEST CASES =========~~~~~~Your output:~~enter the coordinates of two points of axis-parallel rectangle : ~~Point 1 : Point 2 : 4.000000~~~~Your output:~~enter the coordinates of two points of axis-parallel rectangle : ~~Point 1 : Point 2 : 9.000000~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22ME10064;0;0;10;5;10;10;35;========= TEST CASES =========~~~~~~Your output:~~Rect: Area: 0.000000~~~~FAILED: Test Case 1: ~~IN:~~Rect: (0 0) (2 2)~~~~Exp OUT:~~Area: 4~~~~ ~~  Mark/s obtained: 0 out of 20~~~~~~Your output:~~Rect: Area: 0.000000~~~~FAILED: Test Case 2: ~~IN:~~Rect: (0 0) (3 3)~~~~Exp OUT:~~Area: 9~~~~ ~~  Mark/s obtained: 0 out of 20~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Defined structure~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 2:~~Taken input~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 10 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 35 ############
22IM10001;18;18;20;10;10;5;81;========= TEST CASES =========~~~~~~Your output:~~~~Enter the x-coordinate of the bottom right corner~~Enter the y-coordinate of the bottom right corner~~Enter the x-coordinate of the top left corner~~Enter the y-coordinate of the top left cornerArea: -4.000000~~~~FAILED: Test Case 1: ~~IN:~~Rect: (0 0) (2 2)~~~~Exp OUT:~~Area: 4~~~~ ~~  Mark/s obtained: 18 out of 20~~~~~~Your output:~~~~Enter the x-coordinate of the bottom right corner~~Enter the y-coordinate of the bottom right corner~~Enter the x-coordinate of the top left corner~~Enter the y-coordinate of the top left cornerArea: -9.000000~~~~FAILED: Test Case 2: ~~IN:~~Rect: (0 0) (3 3)~~~~Exp OUT:~~Area: 9~~~~ ~~  Mark/s obtained: 18 out of 20~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 4:~~Printed the area~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 81 ############
22CH30025;20;20;20;10;20;10;100;Clean Code~~~~========= TEST CASES =========~~~~~~Your output:~~enter the details for the rectangle~~the area is 4.000000~~~~Your output:~~enter the details for the rectangle~~the area is 9.000000~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22AG10001;20;20;20;10;20;10;100;Perfect~~~~========= TEST CASES =========~~~~~~Your output:~~Rect: ~~Area: 4~~~~Your output:~~Rect: ~~Area: 9~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MI10051;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22GG10024;20;20;20;10;20;10;100;Perfect~~~~========= TEST CASES =========~~~~~~Your output:~~Rect: area 4.000000~~~~Your output:~~Rect: area 9.000000~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22ME10007;20;20;20;10;20;10;100;Perfect~~~~========= TEST CASES =========~~~~~~Your output:~~enter x-coordinates of bottom left vertex of rectangle :enter y-coordinates of bottom left vertex of rectangle :enter x-coordinates of top right vertex of rectangle :enter y-coordinates of top right vertex of rectangle :4.000000~~~~Your output:~~enter x-coordinates of bottom left vertex of rectangle :enter y-coordinates of bottom left vertex of rectangle :enter x-coordinates of top right vertex of rectangle :enter y-coordinates of top right vertex of rectangle :9.000000~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MT10061;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22NA10022;20;20;20;10;20;10;100;Perfect~~~~========= TEST CASES =========~~~~~~Your output:~~Rect: Area: 4.00~~~~~~Your output:~~Rect: Area: 9.00~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22ME30042;20;20;20;10;20;10;100;Good work~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the data of  rectanglethe area of the rectangle is 4.000000~~~~Your output:~~Enter the data of  rectanglethe area of the rectangle is 9.000000~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22NA30011;0;0;10;5;5;3;23;========= TEST CASES =========~~~~~~Your output:~~Enter coordinates for rectangle : Area : 560589568~~~~FAILED: Test Case 1: ~~IN:~~Rect: (0 0) (2 2)~~~~Exp OUT:~~Area: 4~~~~ ~~  Mark/s obtained: 0 out of 20~~~~~~Your output:~~Enter coordinates for rectangle : Area : 283487272~~~~FAILED: Test Case 2: ~~IN:~~Rect: (0 0) (3 3)~~~~Exp OUT:~~Area: 9~~~~ ~~  Mark/s obtained: 0 out of 20~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Defined structure~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 2:~~Taken input~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 5 out of 20~~~~~~FAILED: Code Case 4:~~Printed the area~~  Mark/s obtained: 3 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 23 ############
22MF10045;20;20;20;10;20;10;100;Great Job~~~~========= TEST CASES =========~~~~~~Your output:~~enter the coordinates of lower left cornerenter the coordinates of top left cornerArea:4~~~~Your output:~~enter the coordinates of lower left cornerenter the coordinates of top left cornerArea:9~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Defined structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 2:~~Taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Written an external function to compute the area by passing structure~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Printed the area~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
