"Student_Name";"Test_Case_1 (10)";"Test_Case_2 (10)";"Test_Case_3 (10)";"Test_Case_4 (10)";"Test_Case_5 (10)";"Test_Case_6 (10)";"Code_1 (10)";"Code_2 (10)";"Code_3 (10)";"Code_4 (10)";"Code_5 (10)";"Code_6 (10)";"Total_Marks (120)";"Comments"
22BT10027;10;10;10;10;10;10;10;10;10;10;10;10;120;Good~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 60 out of 60~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Input validated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 120 ###########
22BT30010;0;0;0;0;0;0;0;0;0;0;0;0;0;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 60~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Input taken~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~Input validated~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22BT30030;0;0;0;0;0;0;10;0;0;0;0;10;20;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 60~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Input validated~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 20 ############
22CE10013;0;10;10;10;10;10;10;10;10;10;10;10;110;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~2~~~~Exp OUT:~~-1~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~enter the number:~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Input validated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 110 ###########
22CE10033;0;0;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 120 out of 120~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CE10073;0;0;0;0;0;0;10;0;0;0;0;0;10;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~2~~~~Exp OUT:~~-1~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter a prime number (>1) : ~~~~FAILED: Test Case 2: ~~IN:~~5~~~~Exp OUT:~~-1~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter a prime number (>1) : ~~~~FAILED: Test Case 3: ~~IN:~~4~~~~Exp OUT:~~2, 2~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter a prime number (>1) : ~~~~FAILED: Test Case 4: ~~IN:~~60~~~~Exp OUT:~~7, 53~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter a prime number (>1) : ~~~~FAILED: Test Case 5: ~~IN:~~124~~~~Exp OUT:~~11, 113~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter a prime number (>1) : ~~~~FAILED: Test Case 6: ~~IN:~~550~~~~Exp OUT:~~3, 547~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter a prime number (>1) : ~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Input validated~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 10 ############
22CE30004;10;10;0;0;0;0;10;10;10;0;0;0;50;========= TEST CASES =========~~~~~~FAILED: Test Case 3: ~~IN:~~4~~~~Exp OUT:~~2, 2~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~6693808, 0~~~~FAILED: Test Case 4: ~~IN:~~60~~~~Exp OUT:~~7, 53~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~10363824, 0~~~~FAILED: Test Case 5: ~~IN:~~124~~~~Exp OUT:~~11, 113~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~7611312, 0~~~~FAILED: Test Case 6: ~~IN:~~550~~~~Exp OUT:~~3, 547~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~11150256, 0~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Input validated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 50 ############
22CE30024;0;0;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 120 out of 120~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CH10012;0;0;0;0;0;0;10;10;0;0;0;0;20;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 60~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Input validated~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 20 ############
22CH10032;10;10;10;10;10;10;10;10;10;10;10;10;120;Keep it up~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 60 out of 60~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Input validated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 120 ###########
22CH10052;0;0;0;0;0;0;0;0;0;0;0;0;0;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 60~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Input taken~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~Input validated~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CH10072;0;0;0;0;0;0;10;10;10;0;0;0;30;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 60~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Input validated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 30 ############
22CH30013;10;10;0;0;0;0;10;10;10;10;10;10;80;========= TEST CASES =========~~~~~~FAILED: Test Case 3: ~~IN:~~4~~~~Exp OUT:~~2, 2~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~THis number is not prime~~4 = 0 + 4~~~~FAILED: Test Case 4: ~~IN:~~60~~~~Exp OUT:~~7, 53~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~THis number is not prime~~60 = 0 + 60~~~~FAILED: Test Case 5: ~~IN:~~124~~~~Exp OUT:~~11, 113~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~THis number is not prime~~124 = 0 + 124~~~~FAILED: Test Case 6: ~~IN:~~550~~~~Exp OUT:~~3, 547~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~THis number is not prime~~550 = 0 + 550~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Input validated~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 80 ############
22CH30033;0;0;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 120 out of 120~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CS10017;0;0;0;0;0;0;10;10;0;0;0;0;20;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~2~~~~Exp OUT:~~-1~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~enter nn is a composite no~~~~FAILED: Test Case 2: ~~IN:~~5~~~~Exp OUT:~~-1~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~enter nprime no~~~~FAILED: Test Case 3: ~~IN:~~4~~~~Exp OUT:~~2, 2~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~enter nn is a composite no~~~~FAILED: Test Case 4: ~~IN:~~60~~~~Exp OUT:~~7, 53~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~enter nn is a composite no~~~~FAILED: Test Case 5: ~~IN:~~124~~~~Exp OUT:~~11, 113~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~enter nn is a composite no~~~~FAILED: Test Case 6: ~~IN:~~550~~~~Exp OUT:~~3, 547~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~enter nn is a composite no~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Input validated~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Broke n into p & q~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Iterated over possible prime values of p & q~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed result if both p & q are prime~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~Used primeCheck function~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 20 ############
